test/cube_pos_constraint,_step,test/achieved_goal,test/action,test/done,test/desired_goal,test/observations,test/causal_embedding,test/robot_constraint,test/env_info,_runtime,test/reward,test/episode,global_step,_timestamp,test/steps,pca
"[[0.023125965148210526, 0.03954000398516655, -0.008069615811109543]]",2367,"[0.6085503697395325, -0.22484681010246277, 0.03040119633078575]","[0.6357649564743042, 0.9506853818893433, -0.1531670093536377, -0.5360987186431885]",False,"[0.5651068687438965, -0.11828260123729706, 0.029999999329447746]","[[0.6090742349624634, -0.2106410413980484, 0.022218631580471992, 0.05194314941763878, 0.6085503697395325, -0.22484681010246277, 0.03040119633078575, -0.013800137676298618, 3.853857037938724e-07, -0.02324988879263401]]","[0.10019347816705704, -0.2355259358882904, 1.1610472202301025, 1.2652649879455566, -1.4763516187667847, 0.7207997441291809]","[[0.01440407708287239, 0.038670267909765244, -0.006947274785488844]]","[1, 30]",7.441069346,-0.1150801032781601,3.0,2367.0,1748233139.597344,21.0,
"[[0.020967651158571243, 0.0020098001696169376, 0.031744807958602905]]",2383,"[0.553050696849823, 0.14331591129302979, 0.02998988889157772]","[0.44226980209350586, 0.04217875003814697, 0.634894609451294, -0.7066554427146912]",False,"[0.6911749839782715, 0.09805586189031601, 0.029999999329447746]","[[0.5491465330123901, 0.14077618718147278, 0.023387692868709564, 0.05377509072422981, 0.553050696849823, 0.14331591129302979, 0.02998988889157772, -3.130792538286187e-05, 7.538986665167613e-06, 0.019564911723136902]]","[-0.018093639984726906, 0.28273507952690125, 0.024616315960884094, 0.07250143587589264, 0.09588955342769623, 0.06879866123199463]","[[0.020076025277376175, 0.0036715329624712467, 0.031684909015893936]]","[1, 30]",7.446089414,-0.1453505903482437,4.0,2383.0,1748233139.6329114,10.0,
"[[0.03090032935142517, -0.042479850351810455, -0.049236319959163666]]",2404,"[0.6359529495239258, -0.07552646100521088, 0.02998976781964302]","[0.6180030107498169, -0.8495914936065674, -0.98472660779953, 0.9622242450714111]",False,"[0.532784104347229, 0.020195558667182922, 0.029999999329447746]","[[0.6547064185142517, -0.06384868174791336, 0.14771592617034912, 0.07985624670982361, 0.6359529495239258, -0.07552646100521088, 0.02998976781964302, 1.2479092220019083e-05, 3.350324277562322e-06, 1.104863258660771e-05]]","[0.01739197038114071, -0.028291627764701843, -0.013007551431655884, -0.020288676023483276, 0.021113209426403046, 0.0570390522480011]","[[0.016168147325515747, -0.0015568211674690247, -0.004077944904565811]]","[1, 30]",7.513223222,-0.14073561131954193,5.0,2404.0,1748233139.6853216,2.0,
"[[-0.004506963770836592, 0.04087395593523979, -0.04949449747800827]]",2406,"[0.6359480023384094, -0.07547121495008469, 0.02998950146138668]","[-0.0902334451675415, 0.8185760974884033, -0.9898969531059265, 0.9724948406219482]",False,"[0.532784104347229, 0.020195558667182922, 0.029999999329447746]","[[0.6390299797058105, -0.0644085481762886, 0.033872999250888824, 0.08024702221155167, 0.6359480023384094, -0.07547121495008469, 0.02998950146138668, 1.3139025213604327e-05, -5.022659479436697e-07, -0.00017905949789565057]]","[0.12530101835727692, 0.004401788115501404, 0.026181314140558243, -0.0181194469332695, -0.016249455511569977, -0.03209720551967621]","[[0.005148094613105059, 0.031149689108133316, 0.006839007139205933]]","[1, 30]",7.513311796,-0.14069440960884094,5.0,2406.0,1748233139.6890733,4.0,
"[[-0.0426798015832901, 0.01798190549015999, -0.04524309188127518]]",2416,"[0.659157931804657, -0.015370012260973454, 0.02999005652964115]","[-0.9249141812324524, 0.43718433380126953, -0.9056135416030884, -0.9103201031684875]",False,"[0.532784104347229, 0.020195558667182922, 0.029999999329447746]","[[0.6648952960968018, 0.001082253293134272, 0.02283301390707493, 0.04925718903541565, 0.659157931804657, -0.015370012260973454, 0.02999005652964115, 5.577974206971703e-07, -1.543156287198144e-07, -0.028217576444149017]]","[-0.09136741608381271, 0.4098288118839264, -0.38559937477111816, 0.2592534124851227, -0.9548155069351196, 0.40158170461654663]","[[-0.04052366316318512, 0.018904531374573708, -0.04538042098283768]]","[1, 30]",7.557023388,-0.13128307461738586,5.0,2416.0,1748233139.7141395,14.0,
"[[-0.009422722272574902, 0.005875222384929657, 0.00653883907943964]]",2443,"[0.6142028570175171, -0.009999020025134087, 0.029989205300807953]","[-0.1886177659034729, 0.1172173023223877, 0.13084495067596436, 0.6448678970336914]",False,"[0.532784104347229, 0.020195558667182922, 0.029999999329447746]","[[0.5859009027481079, -0.010122387669980526, 0.04872806370258331, 0.07987072318792343, 0.6142028570175171, -0.009999020025134087, 0.029989205300807953, -2.593029239505995e-05, 3.7388201690191636e-07, 0.23179781436920166]]","[0.12800781428813934, -2.771880626678467, 2.7467098236083984, 7.423384189605713, 1.8847012519836426, 0.16393771767616272]","[[-0.0031222132965922356, 0.001071779988706112, 0.0017252610996365547]]","[1, 30]",7.60135665,-0.08683732897043228,5.0,2443.0,1748233139.7847211,41.0,
"[[0.018543124198913574, 0.030588794499635696, 0.0252158734947443]]",2457,"[0.5300217270851135, 0.027875037863850594, 0.03042415902018547]","[0.3920590877532959, 0.6917216777801514, 0.5117413997650146, -0.7743301391601562]",False,"[0.49247974157333374, -0.20292522013187408, 0.029999999329447746]","[[0.5458894968032837, 0.04269232973456383, 0.03775860369205475, 0.05307382717728615, 0.5300217270851135, 0.027875037863850594, 0.03042415902018547, -0.014578298665583134, -1.3501822877515224e-06, 0.0005684866919182241]]","[0.17970320582389832, 0.05780860036611557, -0.04671522602438927, 0.03607968986034393, -0.022714145481586456, -0.02806040644645691]","[[0.017117023468017578, 0.026594627648591995, 0.025037292391061783]]","[1, 30]",7.645273892,-0.23383399844169617,6.0,2457.0,1748233139.8117752,5.0,
"[[0.018019599840044975, 0.023537762463092804, 0.03265482932329178]]",2459,"[0.5321279168128967, 0.030194079503417015, 0.02998676337301731]","[0.36631906032562256, 0.46158742904663086, 0.653373122215271, -0.867023766040802]",False,"[0.49247974157333374, -0.20292522013187408, 0.029999999329447746]","[[0.5351634621620178, 0.035391464829444885, 0.027468431740999222, 0.05369575694203377, 0.5321279168128967, 0.030194079503417015, 0.02998676337301731, 0.00010641911649145186, -1.4097124676482053e-06, -0.0014142614090815187]]","[0.17272748053073883, 0.16925716400146484, -0.056653182953596115, 0.06924711167812347, 0.00939563661813736, 0.011090785264968872]","[[0.02053735964000225, 0.01514430157840252, 0.026837339624762535]]","[1, 30]",7.645345515,-0.23646686971187592,6.0,2459.0,1748233139.8158445,7.0,
"[[0.0238615982234478, -0.029258158057928085, 0.02366369217634201]]",2468,"[0.5496284365653992, -0.06745295226573944, 0.030279990285634995]","[0.6332781314849854, -0.9734002947807312, 0.47287869453430176, -0.41511499881744385]",False,"[0.49247974157333374, -0.20292522013187408, 0.029999999329447746]","[[0.548785924911499, -0.08069150894880295, 0.02638491615653038, 0.05409882217645645, 0.5496284365653992, -0.06745295226573944, 0.030279990285634995, 0.009718567132949829, 6.396577191480901e-06, 0.028569620102643967]]","[0.11873330920934677, 0.3383750021457672, -0.9760745763778687, 0.6446329951286316, -2.20051646232605, 0.6776638031005859]","[[0.02396697923541069, -0.029356956481933594, 0.023670079186558723]]","[1, 30]",7.688948205,-0.14703327417373657,6.0,2468.0,1748233139.838123,16.0,
"[[-0.049424104392528534, -0.041281990706920624, -0.047057442367076874]]",2477,"[0.5502516031265259, -0.14165861904621124, 0.030273064970970154]","[-0.988514244556427, -0.8246208429336548, -0.9421452283859253, -0.8320268392562866]",False,"[0.49247974157333374, -0.20292522013187408, 0.029999999329447746]","[[0.5618380308151245, -0.15326187014579773, 0.02324485033750534, 0.057700689882040024, 0.5502516031265259, -0.14165861904621124, 0.030273064970970154, 0.009490384720265865, 5.8069163060281426e-06, 0.06610199809074402]]","[0.14584778249263763, -0.8282980918884277, 2.0138862133026123, 2.3569977283477783, -0.7258660197257996, 0.7145951390266418]","[[-0.049347154796123505, -0.04170899838209152, -0.047146305441856384]]","[1, 30]",7.690056097,-0.08420960605144501,6.0,2477.0,1748233139.8636029,25.0,
"[[-0.015345513820648193, -0.03618621453642845, 0.0030383088160306215]]",2492,"[0.5111777186393738, -0.16512440145015717, 0.029999999329447746]","[-0.5920171737670898, -0.9153383374214172, 0.05912458896636963, -0.15418362617492676]",True,"[0.6501103043556213, 0.21729588508605957, 0.029999999329447746]","[[0.6384396553039551, -2.194472251484947e-12, 0.19740013778209686, 0, 0.5111777186393738, -0.16512440145015717, 0.029999999329447746, 0, 0, 0]]","[-0.07728537172079086, -2.352114677429199, 2.7531659603118896, 6.236959457397461, 1.4040764570236206, 0.22070731222629547]","[[-0.17212748527526855, -0.22379250824451447, -0.1680365800857544]]","[1, 30]",7.748939847,-0.04391081631183624,6.0,2492.0,1748233139.903853,40.0,
"[[0.011079097166657448, 0.027079522609710693, -0.027929509058594704]]",2502,"[0.6249960064888, 0.2920137643814087, 0.02998983860015869]","[0.22158193588256836, 0.5415940284729004, -0.5585929751396179, 0.9306433200836182]",False,"[0.6299077868461609, -0.2539811134338379, 0.029999999329447746]","[[0.6327239274978638, 0.27805882692337036, 0.06259175390005112, 0.07997800409793854, 0.6249960064888, 0.2920137643814087, 0.02998983860015869, -2.661566668393789e-06, -8.919576430344023e-06, -2.3867629352025688e-05]]","[0.03813319653272629, 0.2443724125623703, 0.07374739646911621, 0.026082593947649002, 0.11668640375137329, 0.03949941694736481]","[[0.0015279296785593033, 0.006267160177230835, -0.02030939608812332]]","[1, 30]",7.749380062,-0.5460169911384583,7.0,2502.0,1748233139.9208407,9.0,
"[[0.004945963621139526, 0.013968062587082386, -0.031694985926151276]]",2503,"[0.6249962449073792, 0.29201367497444153, 0.029989955946803093]","[0.09892404079437256, 0.27935945987701416, -0.6338974237442017, 0.8072531223297119]",False,"[0.6299077868461609, -0.2539811134338379, 0.029999999329447746]","[[0.6315456628799438, 0.2875155806541443, 0.03765953332185745, 0.07999745011329651, 0.6249962449073792, 0.29201367497444153, 0.029989955946803093, -3.659777830181815e-13, -1.4561519492417574e-06, -2.3895785489003174e-05]]","[-0.03943769633769989, 0.2771521210670471, 0.09404140710830688, 0.03047027438879013, 0.12781119346618652, 0.06412959843873978]","[[0.00612446665763855, 0.004511219449341297, -0.006762649863958359]]","[1, 30]",7.749420176,-0.5460168719291687,7.0,2503.0,1748233139.9228153,10.0,
"[[0.02960994467139244, -0.04031180962920189, 0.03293313458561897]]",2519,"[0.6353641748428345, 0.20275762677192688, 0.02999003604054451]","[0.7595555782318115, -0.9879505038261414, 0.6586630344390869, -0.2768484354019165]",False,"[0.6299077868461609, -0.2539811134338379, 0.029999999329447746]","[[0.6350501179695129, 0.18966537714004517, 0.0245169959962368, 0.05633188411593437, 0.6353641748428345, 0.20275762677192688, 0.02999003604054451, -8.829588438175051e-08, -9.447281712482436e-08, 0.07205618917942047]]","[0.12883536517620087, -0.5618458986282349, 1.8713150024414062, 1.7769044637680054, -0.31510278582572937, 0.565963625907898]","[[0.02936657890677452, -0.040459539741277695, 0.03294189274311066]]","[1, 30]",7.793211896,-0.4567713439464569,7.0,2519.0,1748233139.9654868,26.0,
"[[0.009990406222641468, -0.03449108824133873, 0.022953279316425323]]",2530,"[0.7083567380905151, 0.06376054137945175, 0.029990043491125107]","[0.2855541706085205, -0.9862745404243469, 0.45906877517700195, -0.8385987877845764]",False,"[0.6299077868461609, -0.2539811134338379, 0.029999999329447746]","[[0.7173688411712646, 0.05043584853410721, 0.024541469290852547, 0.05232086777687073, 0.7083567380905151, 0.06376054137945175, 0.029990043491125107, 4.870124030276202e-06, 5.980015885143075e-06, -0.02007293328642845]]","[-0.1976270228624344, -1.9549779891967773, 3.0178117752075195, 5.148069381713867, 0.822527289390564, 0.37671470642089844]","[[0.009583187289536, -0.03433994576334953, 0.0229863952845335]]","[1, 30]",7.84094204,-0.32728275656700134,7.0,2530.0,1748233139.9941442,37.0,
"[[0.025002747774124146, -0.031721729785203934, 0.02684534527361393]]",2534,"[0.7344878315925598, 0.0051298728212714195, 0.030009793117642403]","[0.6456607580184937, -0.9344443082809448, 0.5368201732635498, -0.3565239906311035]",False,"[0.6299077868461609, -0.2539811134338379, 0.029999999329447746]","[[0.7456079125404358, -0.008973346091806889, 0.024859795346856117, 0.05179246515035629, 0.7344878315925598, 0.0051298728212714195, 0.030009793117642403, 0.0006655679317191243, 6.865159775770735e-06, 0.004508300218731165]]","[-0.229885533452034, -2.6739535331726074, 2.710400342941284, 7.080144882202148, 1.7698074579238892, 0.1014893651008606]","[[0.023936957120895386, -0.03412197530269623, 0.02677677758038044]]","[1, 30]",7.84109313,-0.2794199287891388,7.0,2534.0,1748233140.0044038,41.0,
"[[-0.027033433318138123, -0.0372324213385582, -0.01530017051845789]]",2539,"[0.7477218508720398, -0.05611662566661835, 0.03238999471068382]","[-0.5364295840263367, -0.8628787994384766, -0.26606106758117676, 0.68882155418396]",False,"[0.6299077868461609, -0.2539811134338379, 0.029999999329447746]","[[0.7619209289550781, -0.0696682259440422, 0.024902522563934326, 0.08007501810789108, 0.7477218508720398, -0.05611662566661835, 0.03238999471068382, 0.0835811123251915, 6.603960628126515e-06, -0.2609056532382965]]","[0.032621659338474274, -4.203989028930664, 2.9568543434143066, 11.363579750061035, 3.516204357147217, -0.12432236969470978]","[[-0.026863738894462585, -0.03636763617396355, -0.014726313762366772]]","[1, 30]",7.841277271,-0.23029594123363495,7.0,2539.0,1748233140.0162995,46.0,
"[[-0.01493423618376255, -0.041897594928741455, -0.02314259298145771]]",2541,"[0.7474151253700256, -0.05879548192024231, 0.034142859280109406]","[-0.29996979236602783, -0.8440890312194824, -0.4585336446762085, 0.6566952466964722]",False,"[0.6299077868461609, -0.2539811134338379, 0.029999999329447746]","[[0.7647321820259094, -0.07451321184635162, 0.02619544230401516, 0.08010677248239517, 0.7474151253700256, -0.05879548192024231, 0.034142859280109406, 0.15027353167533875, 1.6209474779316224e-05, -0.2747341990470886]]","[-0.29078802466392517, -4.557135105133057, 2.831516981124878, 12.483999252319336, 4.491521835327148, -0.31608569622039795]","[[-0.017167920246720314, -0.04086175188422203, -0.02314792387187481]]","[1, 30]",7.841351148,-0.22786524891853333,7.0,2541.0,1748233140.0211139,48.0,
"[[0.041354622691869736, 0.02560458332300186, -0.04944537580013275]]",2544,"[0.6598060131072998, 0.054152071475982666, 0.029989441856741905]","[0.8271424770355225, 0.5121016502380371, -0.988865852355957, 0.9283771514892578]",False,"[0.4828060269355774, -0.08786173909902573, 0.029999999329447746]","[[0.6468844413757324, 0.02939601056277752, 0.19925659894943237, 0.07881831377744675, 0.6598060131072998, 0.054152071475982666, 0.029989441856741905, -1.9018039893126115e-05, -1.9971164419985143e-06, 1.477297701057978e-05]]","[0.031440287828445435, -0.02582453191280365, -0.019125882536172867, -0.028267666697502136, 0.05357088893651962, 0.13179732859134674]","[[0.0025545619428157806, 0.005561254918575287, -0.05448538437485695]]","[1, 30]",7.841456663,-0.22692932188510895,8.0,2544.0,1748233140.0271199,1.0,
"[[-0.030562683939933777, -0.01581709086894989, -0.03313417360186577]]",2552,"[0.617537260055542, 0.04365763068199158, 0.02989570051431656]","[-0.9178003668785095, -0.3956550359725952, -0.7724829316139221, 0.8047187328338623]",False,"[0.4828060269355774, -0.08786173909902573, 0.029999999329447746]","[[0.642321765422821, 0.05000310763716698, 0.022952206432819366, 0.07362028956413269, 0.617537260055542, 0.04365763068199158, 0.02989570051431656, -3.5303168260725215e-05, 0.0030975292902439833, -0.49431711435317993]]","[0.2972588837146759, 0.21363621950149536, -1.2999800443649292, 0.7999612092971802, -0.7672512531280518, 0.25250279903411865]","[[-0.026320800185203552, -0.006708931177854538, -0.021564655005931854]]","[1, 30]",7.885175068,-0.1882813274860382,8.0,2552.0,1748233140.043201,9.0,
"[[-0.046790387481451035, -0.03340290114283562, 0.018311895430088043]]",2560,"[0.564946174621582, -0.02190728485584259, 0.030207637697458267]","[-0.9505109786987305, -0.7486052513122559, 0.35631871223449707, -0.9626001715660095]",False,"[0.4828060269355774, -0.08786173909902573, 0.029999999329447746]","[[0.5420001149177551, -0.041040197014808655, 0.02711717039346695, 0.04894975200295448, 0.564946174621582, -0.02190728485584259, 0.030207637697458267, 0.0072916122153401375, -1.1414101209084038e-05, 0.06555246561765671]]","[0.2901518940925598, -0.8443019986152649, 0.40511438250541687, 2.7608392238616943, -1.7816050052642822, 0.6452740430831909]","[[-0.018005158752202988, -0.028752051293849945, 0.013318568468093872]]","[1, 30]",7.885480804,-0.10534247756004333,8.0,2560.0,1748233140.0621917,17.0,
"[[-0.03452455624938011, -0.042978376150131226, -0.04162945598363876]]",2563,"[0.5612499117851257, -0.03228798881173134, 0.029989931732416153]","[-0.7220350503921509, -0.8803778886795044, -0.8357841372489929, -0.5921516418457031]",False,"[0.4828060269355774, -0.08786173909902573, 0.029999999329447746]","[[0.5051766633987427, -0.09868909418582916, 0.0198490172624588, 0.003865359118208289, 0.5612499117851257, -0.03228798881173134, 0.029989931732416153, -0.00025986519176512957, -0.00026206954498775303, 0.12449782341718674]]","[0.058683253824710846, -1.3708266019821167, 1.260840654373169, 3.8141775131225586, -0.5041358470916748, 0.45004791021347046]","[[-0.015935298055410385, 5.260109901428223e-06, -0.03337760269641876]]","[1, 30]",7.885586099,-0.0961347222328186,8.0,2563.0,1748233140.0687923,20.0,
"[[-0.03674999624490738, -0.044972751289606094, 0.03146039694547653]]",2567,"[0.561257541179657, -0.032295651733875275, 0.02998989261686802]","[-0.7350058555603027, -0.8994600176811218, 0.6292080879211426, 0.6932289600372314]",False,"[0.4828060269355774, -0.08786173909902573, 0.029999999329447746]","[[0.36860519647598267, -0.24170637130737305, 0.04203736037015915, 0.07995496690273285, 0.561257541179657, -0.032295651733875275, 0.02998989261686802, 9.186078955281118e-07, -4.6900413508410566e-06, 0.12447964400053024]]","[0.048728324472904205, -1.5135483741760254, 1.6258857250213623, 4.081978797912598, -0.22095534205436707, 0.45616644620895386]","[[-0.008032329380512238, -0.0113258957862854, 0.019899802282452583]]","[1, 30]",7.928916616,-0.09613651782274246,8.0,2567.0,1748233140.0756214,24.0,
"[[-0.03284009173512459, -0.04450307786464691, 0.024213595315814018]]",2577,"[0.5612547397613525, -0.032298143953084946, 0.02998989447951317]","[-0.6568077802658081, -0.8900665640830994, 0.4842718839645386, 0.5315650701522827]",False,"[0.4828060269355774, -0.08786173909902573, 0.029999999329447746]","[[0.1014678105711937, -0.5713332891464233, 0.20546995103359222, 0.07999999076128006, 0.5612547397613525, -0.032298143953084946, 0.02998989447951317, 9.18711577924114e-07, -4.6477694013447035e-06, 0.12442365288734436]]","[-0.10791041702032089, -2.1423017978668213, 2.326627254486084, 5.773061752319336, 0.9486000537872314, 0.2431573122739792]","[[-0.004675086587667465, -0.014493640512228012, 0.00814257375895977]]","[1, 30]",7.92931292,-0.096132792532444,8.0,2577.0,1748233140.0927756,34.0,
"[[-0.0396563746035099, -0.04560801386833191, 0.04212712123990059]]",2584,"[0.5612528324127197, -0.032299891114234924, 0.02998989447951317]","[-0.7931322455406189, -0.9121652245521545, 0.8425424098968506, 0.6173797845840454]",False,"[0.4828060269355774, -0.08786173909902573, 0.029999999329447746]","[[-0.09667769819498062, -0.716596782207489, 0.3544881343841553, 0.07999954372644424, 0.5612528324127197, -0.032299891114234924, 0.02998989447951317, 9.187835416923917e-07, -4.64759841634077e-06, 0.12438445538282394]]","[0.15805523097515106, -3.1893179416656494, 2.7570242881774902, 8.555704116821289, 2.2070815563201904, 0.10890020430088043]","[[-0.010767165571451187, -0.03618399426341057, 0.019603241235017776]]","[1, 30]",7.929640707,-0.09613022953271866,8.0,2584.0,1748233140.104527,41.0,
"[[-0.04186837002635002, -0.047297403216362, 0.03978283330798149]]",2586,"[0.561252236366272, -0.03230038657784462, 0.02998989447951317]","[-0.8373733162879944, -0.9459530115127563, 0.795656681060791, 0.36310243606567383]",False,"[0.4828060269355774, -0.08786173909902573, 0.029999999329447746]","[[-0.1521749198436737, -0.7219830751419067, 0.3903878331184387, 0.07999987155199051, 0.561252236366272, -0.03230038657784462, 0.02998989447951317, 9.188041190100193e-07, -4.6475493036268745e-06, 0.12437325716018677]]","[0.14680294692516327, -3.6703624725341797, 2.664041042327881, 10.008298873901367, 2.823585033416748, 0.020462021231651306]","[[-0.015027876943349838, -0.04670947417616844, 0.02355332300066948]]","[1, 30]",7.9297475649999996,-0.09612945467233658,8.0,2586.0,1748233140.1079094,43.0,
"[[0.03463342785835266, 0.018962111324071884, 0.04719854146242142]]",2611,"[0.4916607439517975, 0.10369189828634262, 0.030695052817463875]","[0.9805440902709961, 0.9510245323181152, 0.9436373710632324, -0.6530229449272156]",False,"[0.49407240748405457, 0.1785009801387787, 0.029999999329447746]","[[0.4871586263179779, 0.11350051313638687, 0.02888188511133194, 0.05818712338805199, 0.4916607439517975, 0.10369189828634262, 0.030695052817463875, -0.023785531520843506, -2.020724707563204e-07, -0.0007837414159439504]]","[-0.199724018573761, 0.1263752430677414, 0.1338004767894745, 0.7326017618179321, -1.6836544275283813, 0.6354840993881226]","[[0.034401923418045044, 0.019841399043798447, 0.04712647199630737]]","[1, 30]",7.975275912,-0.07485117763280869,9.0,2611.0,1748233140.1622427,18.0,
"[[-0.012367317453026772, -0.04900708049535751, -0.011762221343815327]]",2617,"[0.6074259281158447, -0.1836993247270584, 0.029989855363965034]","[-0.24733799695968628, -0.9801490306854248, -0.23524415493011475, 0.809233546257019]",False,"[0.517499566078186, 0.07925847917795181, 0.029999999329447746]","[[0.622565507888794, -0.07374213635921478, 0.15038983523845673, 0.07998253405094147, 0.6074259281158447, -0.1836993247270584, 0.029989855363965034, 2.6477521259948844e-06, 5.370332019083435e-06, 3.6670542613137513e-05]]","[0.12524934113025665, 0.004384875297546387, 0.026135284453630447, -0.018110185861587524, -0.01625210791826248, -0.03208981454372406]","[[-0.0098500344902277, -0.006599679589271545, -0.012883610092103481]]","[1, 30]",7.985320694,-0.2779092788696289,10.0,2617.0,1748233140.173388,4.0,
"[[0.02808443270623684, 0.02824733592569828, 0.04644110053777695]]",2622,"[0.6073576211929321, -0.18197447061538696, 0.029989974573254585]","[0.5603117942810059, 0.599450945854187, 0.9288225173950195, -0.12571966648101807]",False,"[0.517499566078186, 0.07925847917795181, 0.029999999329447746]","[[0.6078714728355408, -0.16940464079380035, 0.02835235372185707, 0.07452430576086044, 0.6073576211929321, -0.18197447061538696, 0.029989974573254585, -2.2826118595276057e-07, 2.8762667625414906e-07, -0.021902678534388542]]","[0.03818131610751152, 0.24435162544250488, 0.07365377247333527, 0.026131194084882736, 0.11664769053459167, 0.03949117660522461]","[[0.025945400819182396, 0.013657921925187111, 0.039632223546504974]]","[1, 30]",8.028945987,-0.2762555480003357,10.0,2622.0,1748233140.1824782,9.0,
"[[0.03625892475247383, 0.008472198620438576, -0.0010088194394484162]]",2623,"[0.6087678074836731, -0.1777937114238739, 0.02998999133706093]","[0.7533822059631348, 0.25305914878845215, -0.020176053047180176, -0.10445719957351685]",False,"[0.517499566078186, 0.07925847917795181, 0.029999999329447746]","[[0.631359875202179, -0.17170117795467377, 0.029289519414305687, 0.06550590693950653, 0.6087678074836731, -0.1777937114238739, 0.02998999133706093, -1.9237336346122902e-07, 2.3004082194688635e-08, 0.034484196454286575]]","[-0.039395853877067566, 0.27713361382484436, 0.09398975968360901, 0.030484899878501892, 0.12779510021209717, 0.06412330269813538]","[[0.014180708676576614, 0.01494949497282505, -0.0019459683680906892]]","[1, 30]",8.02898004,-0.2727741301059723,10.0,2623.0,1748233140.1846747,10.0,
"[[0.04073560982942581, 0.03944063559174538, 0.021892471238970757]]",2634,"[0.5583707690238953, -0.1138666570186615, 0.02999001555144787]","[0.7342745065689087, 0.9609376192092896, 0.4378509521484375, -0.5720318555831909]",False,"[0.517499566078186, 0.07925847917795181, 0.029999999329447746]","[[0.5541485548019409, -0.09891430288553238, 0.02474604919552803, 0.050762027502059937, 0.5583707690238953, -0.1138666570186615, 0.02999001555144787, -1.387498286931077e-05, 1.3756252883467823e-05, -0.059332866221666336]]","[0.0291487667709589, -0.004335299134254456, 1.3917551040649414, 0.41078853607177734, -0.8940192461013794, 0.5964075326919556]","[[0.040578849613666534, 0.04138700291514397, 0.021504661068320274]]","[1, 30]",8.029369562,-0.19740256667137146,10.0,2634.0,1748233140.2129183,21.0,
"[[0.007390791550278664, -0.03351559489965439, 0.027477353811264038]]",2651,"[0.620482325553894, 0.08196964114904404, 0.029989974573254585]","[0.1790379285812378, -0.3808116912841797, 0.5496094226837158, -0.7516801953315735]",False,"[0.517499566078186, 0.07925847917795181, 0.029999999329447746]","[[0.6065638065338135, 0.06583110243082047, 0.02598431520164013, 0.0525338351726532, 0.620482325553894, 0.08196964114904404, 0.029989974573254585, -2.3007667095953366e-06, -2.074115627692663e-06, 0.028454381972551346]]","[-0.18788893520832062, -2.1058788299560547, 2.94270396232605, 5.581867218017578, 1.034835696220398, 0.32187071442604065]","[[0.01015138067305088, -0.0066763535141944885, 0.02657746523618698]]","[1, 30]",8.077797759,-0.10301846265792847,10.0,2651.0,1748233140.257216,38.0,
"[[-0.01450345478951931, -0.01847207359969616, 0.006481291260570288]]",2656,"[0.6076988577842712, 0.05558362603187561, 0.029985874891281128]","[-0.31619739532470703, -0.5851399302482605, 0.12727725505828857, 0.702934741973877]",False,"[0.517499566078186, 0.07925847917795181, 0.029999999329447746]","[[0.5633989572525024, 0.019074084237217903, 0.04626202955842018, 0.07998427748680115, 0.6076988577842712, 0.05558362603187561, 0.029985874891281128, -0.00012924113252665848, 7.0239725573628675e-06, 0.8107123970985413]]","[-0.013131460174918175, -3.2263333797454834, 2.824300765991211, 8.640464782714844, 2.3273091316223145, 0.057441845536231995]","[[-0.004331206902861595, -0.006527729332447052, 0.0026283315382897854]]","[1, 30]",8.120962198,-0.09325456619262695,10.0,2656.0,1748233140.2685091,43.0,
"[[0.08266758918762207, 0.3486143946647644, 0.004022728186100721]]",2662,"[0.5228874087333679, -0.2901133596897125, 0.029999999329447746]","[-0.043203771114349365, 0.21430039405822754, 0.0806729793548584, 0.6359462738037109]",True,"[0.6948150396347046, 0.10700846463441849, 0.029999999329447746]","[[0.6384396553039551, -2.194472251484947e-12, 0.19740013778209686, 0, 0.5228874087333679, -0.2901133596897125, 0.029999999329447746, 0, 0, 0]]","[-0.5664823651313782, -4.752772808074951, 2.494204044342041, 13.077155113220215, 4.986323833465576, -0.5193536877632141]","[[-0.17721816897392273, 0.05592148378491402, -0.15462626516819]]","[1, 30]",8.121203835,-0.09554782509803772,10.0,2662.0,1748233140.2800493,49.0,
"[[0.022656692191958427, -0.04984479770064354, -0.04556611180305481]]",2664,"[0.677783727645874, -0.14711207151412964, 0.029989339411258698]","[0.4531731605529785, -0.9969146847724915, -0.9112857580184937, 0.9603153467178345]",False,"[0.48349112272262573, -0.02692626789212227, 0.029999999329447746]","[[0.6621102094650269, -0.02059447020292282, 0.1633601039648056, 0.0742785781621933, 0.677783727645874, -0.14711207151412964, 0.029989339411258698, -8.75439764058683e-06, 2.1405168808996677e-05, -5.463830348162446e-06]]","[0.03143562376499176, -0.025829926133155823, -0.019114188849925995, -0.028277762234210968, 0.05357282608747482, 0.13179564476013184]","[[0.003960682079195976, -0.027571726590394974, -0.02132539078593254]]","[1, 30]",8.121280227,-0.22846059501171112,11.0,2664.0,1748233140.283586,1.0,
