test/cube_pos_constraint,_step,test/achieved_goal,test/action,test/done,test/desired_goal,test/observations,test/causal_embedding,test/robot_constraint,test/env_info,_runtime,test/reward,test/episode,global_step,_timestamp,test/steps,pca
"[[-0.018302757292985916, -0.04544758424162865, -0.04825357347726822]]",400,"[0.7911832332611084, 0.23440636694431305, 0.029988005757331848]","[-0.3675440549850464, -0.9583406448364258, -0.9650943875312805, -0.9619216918945312]",False,"[0.6205007433891296, 0.260190486907959, 0.029999999329447746]","[[0.7720162868499756, 0.22142408788204193, 0.022108744829893112, 0.05645735561847687, 0.7911832332611084, 0.23440636694431305, 0.029988005757331848, -4.749971594719682e-06, 8.101731509668753e-05, 0.05619729310274124]]","[-0.20986385643482208, -1.5048761367797852, 2.667696475982666, 3.9335999488830566, 0.33999553322792053, 0.47220027446746826]","[[-0.018170375376939774, -0.045730408281087875, -0.048251330852508545]]","[0, 30]",2.715960538,-0.1726190447807312,15.0,400.0,1748233134.9025764,34.0,
"[[0.015072960406541824, 0.027394231408834457, 0.017048459500074387]]",409,"[0.8060099482536316, 0.15688921511173248, 0.02999001368880272]","[0.38560783863067627, 0.6410520076751709, 0.3409700393676758, 0.8641177415847778]",False,"[0.6205007433891296, 0.260190486907959, 0.029999999329447746]","[[0.7840398550033569, 0.17130322754383087, 0.04839134216308594, 0.08005095273256302, 0.8060099482536316, 0.15688921511173248, 0.02999001368880272, -1.564722310831712e-06, -9.187439786728646e-08, -0.37782207131385803]]","[-0.018479904159903526, -3.2397801876068115, 2.821972370147705, 8.679445266723633, 2.3384933471679688, 0.05523386597633362]","[[0.01700546219944954, 0.025908466428518295, 0.005451129749417305]]","[0, 30]",2.776892155,-0.2123318612575531,15.0,409.0,1748233134.9267073,43.0,
"[[0.00284652691334486, 0.023815426975488663, 0.005917202215641737]]",410,"[0.8114573955535889, 0.16505789756774902, 0.029990021139383316]","[0.165879487991333, 0.6396821737289429, 0.11834418773651123, 0.916142463684082]",False,"[0.6205007433891296, 0.260190486907959, 0.029999999329447746]","[[0.783338725566864, 0.18274982273578644, 0.054533813148736954, 0.08005391061306, 0.8114573955535889, 0.16505789756774902, 0.029990021139383316, -8.574619414503104e-07, 1.7737588109412172e-07, -0.46705296635627747]]","[-0.03779693692922592, -3.537335157394409, 2.8732528686523438, 9.503668785095215, 2.6921348571777344, 0.006786122918128967]","[[0.008995103649795055, 0.020537514239549637, -0.00022526131942868233]]","[0, 30]",2.7769325289999998,-0.2133416384458542,15.0,410.0,1748233134.9290276,44.0,
"[[-0.023821473121643066, 0.005636826157569885, -0.0314410999417305]]",413,"[0.8339868783950806, 0.2035178393125534, 0.02998206578195095]","[-0.3147554397583008, 0.37369370460510254, -0.6295815706253052, 0.9355337619781494]",False,"[0.6205007433891296, 0.260190486907959, 0.029999999329447746]","[[0.759605884552002, 0.24678829312324524, 0.006091929506510496, 0.08000009506940842, 0.8339868783950806, 0.2035178393125534, 0.02998206578195095, -2.993783709825948e-05, -0.00023458930081687868, -0.953343391418457]]","[-0.17718656361103058, -4.382305145263672, 2.8681702613830566, 12.027514457702637, 4.025509834289551, -0.18834291398525238]","[[-0.00895911455154419, 0.00031363964080810547, -0.01783597841858864]]","[0, 30]",2.7770423429999997,-0.22088032960891724,15.0,413.0,1748233134.93554,47.0,
"[[-0.008492901921272278, -0.018135275691747665, -0.033516623079776764]]",414,"[0.842052698135376, 0.21653684973716736, 0.029988501220941544]","[-0.008541643619537354, -0.10232532024383545, -0.6702037453651428, 0.9239504337310791]",False,"[0.6205007433891296, 0.260190486907959, 0.029999999329447746]","[[0.7610241174697876, 0.24345237016677856, 0.005551365204155445, 0.07999967783689499, 0.842052698135376, 0.21653684973716736, 0.029988501220941544, -5.881928700546268e-06, -4.412014095578343e-05, -1.086003303527832]]","[-0.2894171178340912, -4.552856922149658, 2.8715949058532715, 12.466469764709473, 4.496748447418213, -0.31538528203964233]","[[-0.0018453150987625122, -0.0017803432419896126, -0.03296962380409241]]","[0, 30]",2.777081055,-0.2258116602897644,15.0,414.0,1748233134.937912,48.0,
"[[0.21768036484718323, 0.20913515985012054, -0.01027582585811615]]",431,"[0.4392608404159546, -0.22935619950294495, 0.029999999329447746]","[-0.02193504571914673, -0.9322313070297241, -0.2038865089416504, -0.5990282297134399]",True,"[0.6616329550743103, -0.11227221041917801, 0.029999999329447746]","[[0.6384396553039551, -2.194472251484947e-12, 0.19740013778209686, 0, 0.4392608404159546, -0.22935619950294495, 0.029999999329447746, 0, 0, 0]]","[-0.3278532922267914, 0.344987154006958, 0.49169933795928955, -0.22857651114463806, -0.6006861329078674, 0.37990427017211914]","[[0.03460005298256874, -0.03624347597360611, -0.18519353866577148]]","[0, 30]",2.8210202349999998,-0.03380190581083298,16.0,431.0,1748233134.9751492,15.0,
"[[-0.02061031572520733, -0.023977719247341156, 0.022658653557300568]]",445,"[0.3924597203731537, 0.27014026045799255, 0.030489690601825714]","[-0.5436667203903198, -0.7865141034126282, 0.4631650447845459, -0.9684424996376038]",False,"[0.5552145838737488, 0.08542283624410629, 0.029999999329447746]","[[0.3979693651199341, 0.2520170509815216, 0.031508173793554306, 0.04898878559470177, 0.3924597203731537, 0.27014026045799255, 0.030489690601825714, 0.016804158687591553, -2.3670581867918372e-05, -0.026168551295995712]]","[-0.2203294187784195, 0.3454515039920807, 0.08068807423114777, 0.018790975213050842, -0.1584795117378235, 0.2049640268087387]","[[-0.008810980245471, -0.018334947526454926, 0.014265596866607666]]","[0, 30]",2.82151447,-0.24619078636169434,17.0,445.0,1748233135.0005872,13.0,
"[[-0.019130557775497437, -0.007961850613355637, -0.006067480426281691]]",446,"[0.3805655241012573, 0.24166987836360931, 0.029733622446656227]","[-0.620495080947876, -0.728644609451294, -0.1364709734916687, -0.8774152398109436]",False,"[0.5552145838737488, 0.08542283624410629, 0.029999999329447746]","[[0.3818737268447876, 0.22854188084602356, 0.02993706800043583, 0.051775261759757996, 0.3805655241012573, 0.24166987836360931, 0.029733622446656227, 0.0011433298932388425, -0.005132708232849836, 0.08003540337085724]]","[-0.23613660037517548, 0.3651329278945923, 0.11898112297058105, -0.0431559681892395, -0.45003542304039, 0.3139517903327942]","[[-0.014929115772247314, -0.01295706257224083, -0.005252442788332701]]","[0, 30]",2.821547842,-0.23434054851531982,17.0,446.0,1748233135.003229,14.0,
"[[0.00221044709905982, 0.023632971569895744, -0.04309456795454025]]",465,"[0.24184401333332062, -0.10660949349403381, 0.029972001910209656]","[-0.06923270225524902, 0.5235066413879395, -0.8622227311134338, -0.911645770072937]",False,"[0.5552145838737488, 0.08542283624410629, 0.029999999329447746]","[[0.26211613416671753, 0.12017406523227692, 0.0020340897608548403, 3.9183251487884263e-07, 0.24184401333332062, -0.10660949349403381, 0.029972001910209656, 0.0002851943427231163, -0.0008810414001345634, -0.35301509499549866]]","[-0.07535084336996078, -1.329735517501831, 2.5939111709594727, 3.5177698135375977, 0.16259673237800598, 0.5076216459274292]","[[-0.001464462373405695, 0.009771546348929405, -0.04310539364814758]]","[0, 30]",2.8654663830000002,-0.3675289452075958,17.0,465.0,1748233135.045438,33.0,
"[[0.012101853266358376, 0.033608149737119675, -0.030115237459540367]]",469,"[0.21926020085811615, -0.09648691117763519, 0.029989808797836304]","[0.12943077087402344, 0.7226357460021973, -0.6022882461547852, -0.8881591558456421]",False,"[0.5552145838737488, 0.08542283624410629, 0.029999999329447746]","[[0.23191794753074646, 0.1918841153383255, 0.0019648431334644556, 2.5929898583854083e-07, 0.21926020085811615, -0.09648691117763519, 0.029989808797836304, 5.400181066761434e-07, -5.971259724901756e-06, 1.0873513221740723]]","[-0.2098381072282791, -1.9377074241638184, 2.989124298095703, 5.103330612182617, 0.8145809173583984, 0.37425559759140015]","[[0.0015387623570859432, 0.01376541331410408, -0.030249163508415222]]","[0, 30]",2.86652316,-0.3820425271987915,17.0,469.0,1748233135.0540707,37.0,
"[[-0.021783608943223953, 0.0002128593623638153, 0.02107670158147812]]",489,"[0.6360864639282227, 0.08553903549909592, 0.02998064085841179]","[-0.5232445001602173, 0.3507009744644165, 0.4213477373123169, -0.5911476612091064]",False,"[0.43032822012901306, 0.010357124730944633, 0.029999999329447746]","[[0.640441358089447, 0.0969327986240387, 0.028828129172325134, 0.05266047269105911, 0.6360864639282227, 0.08553903549909592, 0.02998064085841179, 4.0966460801428184e-05, -0.00035287131322547793, -0.07355033606290817]]","[0.14386452734470367, 0.1604718565940857, 0.06529659032821655, 0.0005511045455932617, 0.06648484617471695, -0.0025697797536849976]","[[-0.007794041186571121, 0.0019164346158504486, 0.017797434702515602]]","[0, 30]",2.907211931,-0.2190634161233902,18.0,489.0,1748233135.0949588,7.0,
"[[0.04389525577425957, -0.052103523164987564, -0.046566158533096313]]",490,"[0.629676878452301, 0.1027548611164093, 0.029989689588546753]","[0.7497134208679199, -0.69775390625, -0.9311422109603882, 0.815761923789978]",False,"[0.43032822012901306, 0.010357124730944633, 0.029999999329447746]","[[0.6692991256713867, 0.09131019562482834, 0.022111721336841583, 0.07668758928775787, 0.629676878452301, 0.1027548611164093, 0.029989689588546753, 2.997400315507548e-06, -7.516636287618894e-06, -0.18525412678718567]]","[0.10230720043182373, 0.20450133085250854, 0.06970560550689697, 0.012259162962436676, 0.0984690934419632, 0.01704014092683792]","[[0.00862790271639824, -0.02926509454846382, -0.0398407019674778]]","[0, 30]",2.90962517,-0.21972081065177917,18.0,490.0,1748233135.0969684,8.0,
"[[0.0020196884870529175, 0.046812400221824646, -0.02929239347577095]]",522,"[0.15244433283805847, 0.04958835616707802, 0.029989998787641525]","[0.13470590114593506, 0.972947359085083, -0.5858478546142578, 0.22859930992126465]",False,"[0.43032822012901306, 0.010357124730944633, 0.029999999329447746]","[[0.04567524045705795, 0.7663859724998474, 0.006088309921324253, 0.029362274333834648, 0.15244433283805847, 0.04958835616707802, 0.029989998787641525, 1.5088876637037174e-07, -1.193274954403023e-07, -3.032438039779663]]","[-0.18726380169391632, -2.5979959964752197, 2.7189135551452637, 6.882931709289551, 1.7127962112426758, 0.12272103130817413]","[[0.0027830004692077637, 0.036510493606328964, -0.029714906588196754]]","[0, 30]",3.001268703,-0.28063952922821045,18.0,522.0,1748233135.1629977,40.0,
"[[0.02002219669520855, 0.04442913085222244, -0.04201865196228027]]",526,"[0.1712220162153244, 0.05689525976777077, 0.029989998787641525]","[0.4940786361694336, 0.9250184297561646, -0.8403730392456055, 0.8571146726608276]",False,"[0.43032822012901306, 0.010357124730944633, 0.029999999329447746]","[[0.08476442843675613, 0.7881649136543274, 0.007374068722128868, 0.07996989041566849, 0.1712220162153244, 0.05689525976777077, 0.029989998787641525, 1.507534648226283e-07, -1.1814567812962196e-07, -3.032438039779663]]","[0.06692174822092056, -3.7785565853118896, 2.9509358406066895, 10.138773918151855, 2.948845386505127, -0.02596457302570343]","[[0.009322604164481163, 0.04417852684855461, -0.04224531352519989]]","[0, 30]",3.001406939,-0.2632523775100708,18.0,526.0,1748233135.1707563,44.0,
"[[-0.017855197191238403, 0.049999963492155075, -0.049986399710178375]]",532,"[0.6305391788482666, 0.07575517147779465, 0.02998640015721321]","[-0.35710394382476807, 0.9999992847442627, -0.9999999403953552, 0.6336582899093628]",False,"[0.6633538603782654, -0.0021077110432088375, 0.029999999329447746]","[[0.6332136392593384, 0.024269884452223778, 0.16795556247234344, 0.05566202104091644, 0.6305391788482666, 0.07575517147779465, 0.02998640015721321, -0.00012001329014310613, -1.8152587699660216e-07, -1.3285830768872131e-11]]","[0.031221119686961174, -0.035811975598335266, -0.040832195430994034, -0.03544018417596817, 0.07737232744693756, 0.20053458213806152]","[[-0.012629181146621704, 0.025730079039931297, -0.020555421710014343]]","[0, 30]",3.001630122,-0.08449514955282211,19.0,532.0,1748233135.182479,0.0,
"[[-0.03574919328093529, 0.043701011687517166, -0.030880790203809738]]",552,"[0.4729669392108917, 0.04370351508259773, 0.02998986653983593]","[-0.7149838209152222, 0.8740202188491821, -0.6176151037216187, 0.6232209205627441]",False,"[0.6987483501434326, 0.1557178795337677, 0.029999999329447746]","[[0.5258033275604248, 0.016805393621325493, 0.10889329016208649, 0.07998256385326385, 0.4729669392108917, 0.04370351508259773, 0.02998986653983593, -1.1132001098701494e-08, -4.455577254702803e-06, -1.889896052154061e-11]]","[0.056676577776670456, -0.027732551097869873, 0.006567902863025665, -0.020913846790790558, -0.017263390123844147, -0.005011171102523804]","[[-0.00858503207564354, 0.004917822778224945, -0.0028142090886831284]]","[0, 30]",3.045500645,-0.2520405948162079,20.0,552.0,1748233135.2278607,3.0,
"[[-0.04895130544900894, -0.04731059446930885, -0.04821676015853882]]",580,"[0.46857255697250366, -0.06646640598773956, 0.02998925745487213]","[-0.9790260791778564, -0.9462118744850159, -0.9642769694328308, 0.9826555252075195]",False,"[0.5461342334747314, 0.2273186892271042, 0.029999999329447746]","[[0.5777127742767334, 0.03454042971134186, 0.1761106550693512, 0.07524944841861725, 0.46857255697250366, -0.06646640598773956, 0.02998925745487213, -3.6207754874340026e-06, -1.6889260223251767e-05, 1.1487787388020365e-09]]","[0.03145534545183182, -0.025785446166992188, -0.01915780082345009, -0.028214216232299805, 0.05357807129621506, 0.13179919123649597]","[[-0.03280053287744522, -0.05880102515220642, -0.032272618263959885]]","[0, 30]",3.125003916,-0.30385109782218933,21.0,580.0,1748233135.297295,1.0,
"[[-0.049191366881132126, -0.047108761966228485, -0.0442398376762867]]",582,"[0.46857255697250366, -0.06646640598773956, 0.029989933595061302]","[-0.9838273525238037, -0.9421752095222473, -0.8847942352294922, 0.9920849800109863]",False,"[0.5461342334747314, 0.2273186892271042, 0.029999999329447746]","[[0.4978390038013458, -0.044136010110378265, 0.09097017347812653, 0.07992977648973465, 0.46857255697250366, -0.06646640598773956, 0.029989933595061302, -8.060009122345946e-07, 1.4233532965590712e-06, 1.1576382075162428e-09]]","[0.056576043367385864, -0.027749843895435333, 0.0066166408360004425, -0.0209842249751091, -0.017201505601406097, -0.004960834980010986]","[[-0.011670034378767014, -0.0058633387088775635, -0.005070801824331284]]","[0, 30]",3.125044842,-0.30385109782218933,21.0,582.0,1748233135.3006008,3.0,
"[[-0.04405757784843445, 0.0002605319023132324, -0.011167348362505436]]",598,"[0.4463330805301666, 0.012379969470202923, 0.02998999133706093]","[-0.881151556968689, 0.0052106380462646484, -0.22334617376327515, 0.6466699838638306]",False,"[0.6630969643592834, 0.1065346896648407, 0.029999999329447746]","[[0.475624144077301, 0.007330399937927723, 0.08552898466587067, 0.07997418940067291, 0.4463330805301666, 0.012379969470202923, 0.02998999133706093, -1.5190132485187746e-09, 3.0039709031370876e-07, 2.0468723938016353e-11]]","[0.1253032237291336, 0.0044020116329193115, 0.026174139231443405, -0.018113359808921814, -0.016252167522907257, -0.032095447182655334]","[[-0.01390942931175232, -7.981434464454651e-06, -0.003254256211221218]]","[0, 30]",3.17323858,-0.23632964491844177,22.0,598.0,1748233135.3366432,4.0,
"[[0.024313200265169144, -0.06434750556945801, -0.007982459850609303]]",613,"[0.6159424185752869, 0.21519002318382263, 0.029928063973784447]","[0.9960637092590332, -0.746745228767395, -0.16378259658813477, -0.8708656430244446]",False,"[0.6630969643592834, 0.1065346896648407, 0.029999999329447746]","[[0.5840891599655151, 0.18993590772151947, 0.02228529006242752, 0.047369565814733505, 0.6159424185752869, 0.21519002318382263, 0.029928063973784447, 0.002567257499322295, -0.004576459527015686, 0.35670581459999084]]","[-0.18960408866405487, 0.17938047647476196, 1.0782736539840698, 0.048817314207553864, -0.9838074445724487, 0.5703528523445129]","[[0.02577846124768257, -0.05776107683777809, -0.0054893335327506065]]","[0, 30]",3.217106058,-0.11844635009765625,22.0,613.0,1748233135.3744102,19.0,
"[[-0.0739004909992218, -0.04267771914601326, -0.02315506339073181]]",618,"[0.7541711330413818, 0.2949092984199524, 0.029960501939058304]","[-0.9239941835403442, -0.5476758480072021, -0.46198880672454834, 0.6690182685852051]",False,"[0.6630969643592834, 0.1065346896648407, 0.029999999329447746]","[[0.5247586369514465, 0.09796210378408432, 0.009690760634839535, 0.07623786479234695, 0.7541711330413818, 0.2949092984199524, 0.029960501939058304, -0.0004072657029610127, -0.0005145140457898378, 2.740234613418579]]","[0.16017772257328033, -0.2896805703639984, 1.6988664865493774, 1.2509394884109497, -0.48031529784202576, 0.5359041690826416]","[[-0.014592856168746948, -0.005971807986497879, -0.002408936619758606]]","[0, 30]",3.21729607,-0.20923550426959991,22.0,618.0,1748233135.3832963,24.0,
"[[-0.07447288930416107, -0.06187063083052635, 0.047803185880184174]]",626,"[0.9729523658752441, 0.41570109128952026, 0.029928099364042282]","[-0.9479376077651978, -0.9384332895278931, 0.9553369283676147, 0.8845903873443604]",False,"[0.6630969643592834, 0.1065346896648407, 0.029999999329447746]","[[0.269118070602417, -0.05818580463528633, 0.05560737103223801, 0.07999975234270096, 0.9729523658752441, 0.41570109128952026, 0.029928099364042282, 0.0013971050502732396, -0.0003742484259419143, -0.6438561081886292]]","[-0.1675390750169754, -1.2243480682373047, 2.437622547149658, 3.126237630844116, 0.0738774761557579, 0.5249090194702148]","[[-0.009822648018598557, -0.013411562889814377, 0.03079110011458397]]","[0, 30]",3.217583542,-0.4377147853374481,22.0,626.0,1748233135.3985298,32.0,
