test/cube_pos_constraint,_step,test/achieved_goal,test/action,test/done,test/desired_goal,test/observations,test/causal_embedding,test/robot_constraint,test/env_info,_runtime,test/reward,test/episode,global_step,_timestamp,test/steps
"[[0.047869861125946045, 0.048521772027015686, 0.048485059291124344]]",9881,"[0.5258637070655823, -0.05468405783176422, 0.030885711312294006]","[0.9575164318084717, 0.9725265502929688, 0.9715309143066406, -0.8805833458900452]",False,"[0.5376037955284119, 0.2237481027841568, 0.029999999329447746]","[[0.5277413129806519, -0.035175811499357224, 0.03314526751637459, 0.04623043164610863, 0.5258637070655823, -0.05468405783176422, 0.030885711312294006, -0.030330562964081764, 1.7806634787120856e-05, -0.04651137813925743]]","[-0.024388512596488, -0.02227441966533661, -0.7750017642974854, 1.344748854637146, -1.6673692464828491, 0.5775668621063232]","[[0.04784959554672241, 0.04849589988589287, 0.048505961894989014]]","[2, 30]",26.614609351,-0.2786809802055359,39,9881,1748251739.0632734,15
"[[0.04562758281826973, 0.039972592145204544, -0.002339867874979973]]",9912,"[0.5299143195152283, -0.05071417987346649, 0.029989412054419518]","[0.9125432968139648, 0.7994515895843506, -0.04679739475250244, 0.6160131692886353]",False,"[0.5376037955284119, 0.2237481027841568, 0.029999999329447746]","[[0.715630292892456, 0.14316712319850922, 0.10052181780338287, 0.08000000566244125, 0.5299143195152283, -0.05071417987346649, 0.029989412054419518, -2.4460203349008225e-05, 3.0497369607473956e-06, 0.08705347031354904]]","[-0.32918867468833923, -4.552857875823975, 2.379143714904785, 12.543274879455566, 4.570731163024902, -0.38492125272750854]","[[0.027769137173891068, 0.010302916169166565, -0.00031317025423049927]]","[2, 30]",26.666947643,-0.2745699882507324,39,9912,1748251739.1340506,46
"[[0.029741555452346802, 0.044374484568834305, 0.015996908769011497]]",10003,"[0.5067745447158813, -0.28691476583480835, 0.030124107375741005]","[0.5987590551376343, 0.885374903678894, 0.31956756114959717, -0.8451129198074341]",False,"[0.5195872783660889, -0.20999255776405334, 0.029999999329447746]","[[0.5122160315513611, -0.27376246452331543, 0.0325767919421196, 0.054862529039382935, 0.5067745447158813, -0.28691476583480835, 0.030124107375741005, -0.004482107236981392, 1.1793796147685498e-05, -0.07342327386140823]]","[-0.17847640812397003, -2.0183138847351074, 2.9338674545288086, 5.34182596206665, 0.9079207181930542, 0.3494676947593689]","[[0.02956363558769226, 0.04485611990094185, 0.016028786078095436]]","[2, 30]",26.871128281,-0.0779821053147316,41,10003,1748251739.3565173,37
"[[0.03392084315419197, 0.024547848850488663, 0.025741882622241974]]",10024,"[0.6558621525764465, 0.14135770499706268, 0.02999003790318966]","[0.6785122156143188, 0.4909358024597168, 0.5148391723632812, -0.7412595748901367]",False,"[0.6531561613082886, 0.08494962006807327, 0.029999999329447746]","[[0.6636298894882202, 0.14999033510684967, 0.022288842126727104, 0.054614465683698654, 0.6558621525764465, 0.14135770499706268, 0.02999003790318966, -1.619794056750834e-05, 1.1639462172752246e-05, 9.185943781631067e-05]]","[0.10268078744411469, 0.20460592210292816, 0.06794555485248566, 0.012983370572328568, 0.09764446318149567, 0.017330646514892578]","[[0.027451355010271072, 0.018930498510599136, 0.025291264057159424]]","[2, 30]",26.94638771,-0.056472957134246826,42,10024,1748251739.398502,8
"[[-0.005730730481445789, -0.04121365025639534, -0.0004389837267808616]]",10027,"[0.6568854451179504, 0.13912685215473175, 0.030554387718439102]","[-0.10368192195892334, -0.8516690731048584, -0.002755582332611084, -0.20658355951309204]",False,"[0.6531561613082886, 0.08494962006807327, 0.029999999329447746]","[[0.6638484597206116, 0.13094179332256317, 0.02500755526125431, 0.05987793207168579, 0.6568854451179504, 0.13912685215473175, 0.030554387718439102, 0.018994679674506187, 4.699010958120198e-07, -0.03515090048313141]]","[-0.08743461221456528, 0.3113429546356201, -0.019587192684412003, 0.08276508748531342, 0.04616139829158783, 0.10786687582731247]","[[0.0005638180300593376, -0.045551035553216934, -0.0005223482730798423]]","[2, 30]",26.946501795,-0.05430826544761658,42,10027,1748251739.4053347,11
"[[0.0337030254304409, -0.0451555959880352, 0.025466078892350197]]",10090,"[0.4290182590484619, 0.08121654391288757, 0.03178439661860466]","[0.6808023452758789, -0.9121631383895874, 0.5124015808105469, -0.11143004894256592]",False,"[0.4302041530609131, -0.22314272820949554, 0.029999999329447746]","[[0.43454068899154663, 0.06737826019525528, 0.03603394329547882, 0.06627894192934036, 0.4290182590484619, 0.08121654391288757, 0.03178439661860466, 0.06176431104540825, 5.622492608381435e-06, 0.06644316762685776]]","[-0.17473633587360382, -4.436619758605957, 2.2991364002227783, 12.208577156066895, 4.136026859283447, -0.27502715587615967]","[[0.02273520454764366, -0.04479677602648735, 0.02318372018635273]]","[2, 30]",27.130551809,-0.3043668270111084,43,10090,1748251739.5820432,48
"[[-0.03030969761312008, 0.04901078715920448, -0.04658849164843559]]",10093,"[0.5966923236846924, 0.09707527607679367, 0.029989775270223618]","[-0.6061891913414001, 0.9802124500274658, -0.9317705631256104, 0.9592266082763672]",False,"[0.5463535785675049, -0.1491457223892212, 0.029999999329447746]","[[0.5999962091445923, -0.0481436513364315, 0.11475739628076553, 0.07881753891706467, 0.5966923236846924, 0.09707527607679367, 0.029989775270223618, -3.3503213217045413e-06, -1.2256618902029004e-05, -7.013421054580249e-06]]","[0.03140172362327576, -0.02591877430677414, -0.019042853266000748, -0.028398938477039337, 0.05355603247880936, 0.1317916214466095]","[[-0.004362603649497032, 0.07246416807174683, 0.0044179148972034454]]","[2, 30]",27.130666103,-0.25131407380104065,44,10093,1748251739.5880914,1
"[[0.010552400723099709, -0.04954385384917259, -0.01313666719943285]]",10147,"[0.5369266867637634, -0.24432778358459473, 0.029989412054419518]","[0.21104800701141357, -0.9908859729766846, -0.2627333402633667, 0.7881659269332886]",False,"[0.6510646343231201, 0.07438111305236816, 0.029999999329447746]","[[0.5467743873596191, -0.11055359244346619, 0.13569465279579163, 0.07999783754348755, 0.5369266867637634, -0.24432778358459473, 0.029989412054419518, -3.006728547916282e-06, 2.4508202841388993e-05, -1.2280654118512757e-05]]","[0.15961362421512604, 0.0541376918554306, 0.04071967676281929, -0.012326516211032867, 0.005054585635662079, -0.031547486782073975]","[[0.004799121990799904, -0.00836879387497902, -0.0019990475848317146]]","[2, 30]",27.21921323,-0.33853042125701904,45,10147,1748251739.7031484,5
"[[0.04927656799554825, 0.048679329454898834, 0.04727838933467865]]",10167,"[0.5348989367485046, -0.2418074756860733, 0.029989691451191902]","[0.9855241775512695, 0.9735829830169678, 0.9455639123916626, -0.9445990324020386]",False,"[0.6510646343231201, 0.07438111305236816, 0.029999999329447746]","[[0.5212137699127197, -0.22731053829193115, 0.02931850403547287, 0.05222873017191887, 0.5348989367485046, -0.2418074756860733, 0.029989691451191902, 2.982498472192674e-06, -1.0791068234539125e-05, -0.07864489406347275]]","[0.32006242871284485, -0.41744935512542725, 1.724841833114624, 1.4441944360733032, -0.494871586561203, 0.6180393695831299]","[[0.04925975948572159, 0.048825912177562714, 0.047274399548769]]","[2, 30]",27.265896847,-0.33685263991355896,45,10167,1748251739.751418,25
"[[0.04938073083758354, 0.04616082087159157, 0.04965599998831749]]",10230,"[0.5360335111618042, 0.08517023921012878, 0.03131178393959999]","[0.9876611232757568, 0.9233734607696533, 0.9932191371917725, -0.7638716101646423]",False,"[0.6606153249740601, 0.25660791993141174, 0.029999999329447746]","[[0.5381574034690857, 0.09955720603466034, 0.030135227367281914, 0.05389611795544624, 0.5360335111618042, 0.08517023921012878, 0.03131178393959999, -0.045088790357112885, 7.03066575624689e-07, -0.047808464616537094]]","[-0.041324906051158905, -0.04711427539587021, 0.7225424647331238, 0.9552516937255859, -1.4258157014846802, 0.6715394258499146]","[[0.04938514158129692, 0.04615616425871849, 0.049661241471767426]]","[2, 30]",27.4231021,-0.2119274139404297,47,10230,1748251739.908678,20
"[[0.03894415125250816, 0.04048324376344681, 0.006828723009675741]]",10257,"[0.5359037518501282, 0.0840141773223877, 0.029989978298544884]","[0.7788829803466797, 0.809664249420166, 0.13657617568969727, 0.657555341720581]",False,"[0.6606153249740601, 0.25660791993141174, 0.029999999329447746]","[[0.6098594069480896, 0.14321324229240417, 0.03260572627186775, 0.07999996095895767, 0.5359037518501282, 0.0840141773223877, 0.029989978298544884, -3.5032556411351834e-07, 3.9615346736354695e-07, -0.0506865419447422]]","[-0.10517760366201401, -4.353375434875488, 2.773730754852295, 11.954619407653809, 4.020768165588379, -0.17914171516895294]","[[0.015061464160680771, 0.008322656154632568, 0.0012278049252927303]]","[2, 30]",27.534412618,-0.21293561160564423,47,10257,1748251739.9769287,47
"[[0.029211413115262985, -0.04053867980837822, 0.025065694004297256]]",10274,"[0.4395374059677124, 0.08533555269241333, 0.03071466274559498]","[0.6520684957504272, -0.9189202189445496, 0.502352237701416, -0.9638459086418152]",False,"[0.46929848194122314, 0.007866623811423779, 0.029999999329447746]","[[0.439965158700943, 0.07283984124660492, 0.036495719105005264, 0.05693081393837929, 0.4395374059677124, 0.08533555269241333, 0.03071466274559498, 0.02446802705526352, -1.3976455193187576e-05, 0.07232397794723511]]","[-0.1752709448337555, 0.34318938851356506, -0.14863237738609314, 0.12584853172302246, -0.689369797706604, 0.36111605167388916]","[[0.028965067118406296, -0.04065384343266487, 0.025033628568053246]]","[2, 30]",27.535087045,-0.08299197256565094,48,10274,1748251740.0154002,14
"[[0.026584578678011894, 0.04705961048603058, -0.04372723773121834]]",10318,"[0.5460330843925476, -0.16604624688625336, 0.02998996153473854]","[0.5316963195800781, 0.9411907196044922, -0.8745448589324951, 0.8649729490280151]",False,"[0.6025323867797852, 0.24848705530166626, 0.029999999329447746]","[[0.5438526272773743, -0.16672779619693756, 0.022012237459421158, 0.07981076091527939, 0.5460330843925476, -0.16604624688625336, 0.02998996153473854, 3.8106016120309505e-08, 1.3894330095354235e-06, -1.4735992408532184e-05]]","[0.10269144177436829, 0.2046176791191101, 0.06785888969898224, 0.013024721294641495, 0.09761463105678558, 0.017332911491394043]","[[0.012510133907198906, 0.04233558475971222, -0.017042674124240875]]","[2, 30]",27.682465523,-0.4183658957481384,49,10318,1748251740.1247084,8
"[[0.03970245271921158, 0.03913500905036926, 0.029704352840781212]]",10347,"[0.54093998670578, -0.14380252361297607, 0.030125191435217857]","[0.7943863868713379, 0.782386064529419, 0.5937557220458984, -0.5222135186195374]",False,"[0.6025323867797852, 0.24848705530166626, 0.029999999329447746]","[[0.5521491765975952, -0.1255456805229187, 0.029474414885044098, 0.047058116644620895, 0.54093998670578, -0.14380252361297607, 0.030125191435217857, -0.004520812071859837, 1.12919906314346e-05, -0.03802113980054855]]","[-0.17783887684345245, -2.179500102996826, 2.6366562843322754, 5.8189377784729, 1.183097004890442, 0.23670300841331482]","[[0.03973839432001114, 0.03912660479545593, 0.0297060739248991]]","[2, 30]",27.734807982,-0.3970954120159149,49,10347,1748251740.2167866,37
"[[-0.015678565949201584, 0.0012935250997543335, 0.014216987416148186]]",10380,"[0.5970444083213806, 0.09418857097625732, 0.07408749312162399]","[-0.9216388463973999, -0.9917762875556946, 0.5804057121276855, -0.9860674142837524]",False,"[0.597497284412384, -0.2296716570854187, 0.029999999329447746]","[[0.5924312472343445, 0.10662448406219482, 0.06924805045127869, 0.05550646409392357, 0.5970444083213806, 0.09418857097625732, 0.07408749312162399, -0.0005168120842427015, 0.1766330599784851, -0.004779999144375324]]","[0.17570047080516815, 0.027890242636203766, -3.060866355895996, 1.8616292476654053, -1.4845035076141357, 0.225619837641716]","[[-0.01448104903101921, -0.011592477560043335, 0.013553021475672722]]","[2, 5]",27.963148645,-0.3268476128578186,2,10380,1748251740.4457479,11
"[[-0.03661063313484192, -0.0027210803236812353, -0.042763851583004]]",10395,"[0.43812307715415955, -0.011468448676168919, 0.029989950358867645]","[-0.7322084903717041, -0.05442160367965698, -0.8552727699279785, 0.7783498764038086]",False,"[0.6772355437278748, -0.1377018541097641, 0.029999999329447746]","[[0.45457348227500916, -0.009967703372240067, 0.0793817788362503, 0.07827938348054886, 0.43812307715415955, -0.011468448676168919, 0.029989950358867645, -8.854465494145813e-10, -1.6504710629305919e-06, -1.2584098840306979e-05]]","[0.15961961448192596, 0.05415569990873337, 0.040711965411901474, -0.012313850224018097, 0.005067460238933563, -0.03154163062572479]","[[-0.013779819011688232, -0.0007126040291041136, -0.015215303748846054]]","[2, 5]",28.010975529,-0.2703879475593567,3,10395,1748251740.4810328,5
"[[0.027228832244873047, -0.012478616088628769, 0.023773571476340294]]",10425,"[0.6152052283287048, 0.011908944696187973, 0.03160388395190239]","[0.9419417381286621, -0.881890058517456, 0.5135661363601685, -0.9397456049919128]",False,"[0.6659972667694092, -0.006044826935976744, 0.029999999329447746]","[[0.6158349514007568, 0.0013114208122715354, 0.02408699318766594, 0.0558977834880352, 0.6152052283287048, 0.011908944696187973, 0.03160388395190239, -0.0003332569031044841, 0.005368310026824474, 0.01640649139881134]]","[0.21867720782756805, -0.288357675075531, -1.393491506576538, 1.6319562196731567, -1.3922480344772339, 0.31048327684402466]","[[0.02790248394012451, -0.01616942323744297, 0.02381155639886856]]","[2, 5]",28.069983893,-0.053895674645900726,4,10425,1748251740.5552154,15
"[[0.07886797189712524, 0.16642864048480988, -0.004991351626813412]]",10426,"[0.5840389728546143, -0.16376027464866638, 0.029999999329447746]","[0.9540342092514038, -0.18481159210205078, -0.1319047212600708, -0.8362939357757568]",True,"[0.43407925963401794, -0.18699273467063904, 0.029999999329447746]","[[0.6384396553039551, -2.194472251484947e-12, 0.19740013778209686, 0, 0.5840389728546143, -0.16376027464866638, 0.029999999329447746, 0, 0, 0]]","[0.689203143119812, -0.49049699306488037, -1.424178957939148, 1.8926234245300293, -1.6633378267288208, 0.499627947807312]","[[0.025097008794546127, -0.007929159328341484, -0.1799083799123764]]","[2, 5]",28.071852123,-0.02741117589175701,4,10426,1748251740.5582035,16
"[[-0.006364166736602783, 0.046992719173431396, 0.036791764199733734]]",10429,"[0.4071061909198761, 0.2944408357143402, 0.029989857226610184]","[-0.12727558612823486, 0.9398627281188965, 0.7358353137969971, -0.5735544562339783]",False,"[0.6022017598152161, -0.0838826522231102, 0.029999999329447746]","[[0.5819026231765747, -0.013578609563410282, 0.12931501865386963, 0.00299622374586761, 0.4071061909198761, 0.2944408357143402, 0.029989857226610184, -5.292566584103042e-06, 2.645578888404998e-06, 2.2415373678086326e-05]]","[0.017394060268998146, -0.02829214185476303, -0.013018053025007248, -0.02028406411409378, 0.02110850065946579, 0.05703943967819214]","[[0.005216628313064575, 0.016748007386922836, 0.04239584133028984]]","[2, 5]",28.076999475,-0.4256652891635895,5,10429,1748251740.5635502,2
"[[-0.022777868434786797, 0.045434918254613876, -0.033071160316467285]]",10434,"[0.4071080684661865, 0.2944429814815521, 0.029989857226610184]","[-0.45554959774017334, 0.9087066650390625, -0.6614232063293457, 0.03849327564239502]",False,"[0.6022017598152161, -0.0838826522231102, 0.029999999329447746]","[[0.4739060699939728, 0.18595539033412933, 0.11025433987379074, 0.003382029477506876, 0.4071080684661865, 0.2944429814815521, 0.029989857226610184, -5.2615123422583565e-06, 2.6590278139337897e-06, 5.9240694099571556e-05]]","[0.14388827979564667, 0.16044458746910095, 0.06496930122375488, 0.0006812289357185364, 0.06637942790985107, -0.002585291862487793]","[[-0.004058940336108208, 0.008115824311971664, -0.008212082087993622]]","[2, 5]",28.085769844,-0.42566633224487305,5,10434,1748251740.5722563,7
"[[-0.004844013601541519, -0.007634937763214111, 0.014542235061526299]]",10462,"[0.5492401719093323, 0.16292209923267365, 0.06536203622817993]","[-0.6995213627815247, -0.0663447380065918, 0.6102161407470703, -0.961851954460144]",False,"[0.43405982851982117, 0.07378003746271133, 0.029999999329447746]","[[0.5558297634124756, 0.15091665089130402, 0.06356576085090637, 0.05473237484693527, 0.5492401719093323, 0.16292209923267365, 0.06536203622817993, 0.0057029929012060165, -0.18602782487869263, 0.008093689568340778]]","[0.5630310773849487, 0.21438419818878174, -3.2211196422576904, 1.7556411027908325, -1.4745103120803833, 0.30769050121307373]","[[-0.004873160272836685, -0.010072484612464905, 0.014320014044642448]]","[2, 5]",28.190311043,-0.14987759292125702,6,10462,1748251740.6396787,7
