test/cube_pos_constraint,_step,test/achieved_goal,test/action,test/done,test/desired_goal,test/observations,test/causal_embedding,test/robot_constraint,test/env_info,_runtime,test/reward,test/episode,global_step,_timestamp,test/steps
"[[0.025580938905477524, -0.04613260179758072, 0.04942674562335014]]",947,"[0.9509204030036926, -0.30771350860595703, 0.029989831149578094]","[0.8427368402481079, -0.9917343854904175, 0.9885349273681641, 0.926039457321167]",False,"[0.5556711554527283, 0.25154948234558105, 0.029999999329447746]","[[0.6651014089584351, -0.4371708929538727, 0.2609078288078308, 0.07999864965677261, 0.9509204030036926, -0.30771350860595703, 0.029989831149578094, 5.912388132855995e-06, 2.7426153792475816e-07, -0.41920796036720276]]","[0.18923451006412506, -0.4024503827095032, 1.788947343826294, 1.467903971672058, -0.4022963345050812, 0.5399155616760254]","[[0.05218362435698509, -0.038567133247852325, 0.020111124962568283]]","[0, 30]",4.566574908,-0.6848335862159729,34,947,1748251717.0225973,25
"[[0.03296974301338196, -0.04081043228507042, -0.04051697626709938]]",1007,"[0.8108611702919006, 0.13706527650356293, 0.02998899668455124]","[0.6793957948684692, -0.9253929853439331, -0.810340940952301, -0.8647980690002441]",False,"[0.5322785973548889, 0.1433887928724289, 0.029999999329447746]","[[0.7953210473060608, 0.12309744209051132, 0.022197524085640907, 0.05469676852226257, 0.8108611702919006, 0.13706527650356293, 0.02998899668455124, 4.689526394940913e-05, 9.608081441569993e-09, 0.051716048270463943]]","[-0.2071661502122879, -1.6515084505081177, 2.8184049129486084, 4.321259021759033, 0.49304500222206116, 0.44014257192611694]","[[0.033112674951553345, -0.04176481440663338, -0.040522243827581406]]","[0, 30]",4.766440199,-0.2786543369293213,35,1007,1748251717.2237551,35
"[[0.008300542831420898, 0.052430160343647, -0.02159849740564823]]",1018,"[0.8257791996002197, -0.08360961079597473, 0.02998998574912548]","[0.21401524543762207, 0.6621320247650146, -0.43196922540664673, 0.8988494873046875]",False,"[0.5322785973548889, 0.1433887928724289, 0.029999999329447746]","[[0.7972105145454407, 0.0920366421341896, 0.04275236278772354, 0.07999998331069946, 0.8257791996002197, -0.08360961079597473, 0.02998998574912548, -3.3402901067347557e-07, 1.4783664425976895e-07, -0.6655054092407227]]","[0.03367821127176285, -4.181617259979248, 2.9910149574279785, 11.299651145935059, 3.510150909423828, -0.12056735157966614]","[[0.015793144702911377, 0.010820791125297546, -4.2941421270370483e-05]]","[0, 30]",4.814463802,-0.3710402548313141,35,1018,1748251717.2584002,46
"[[0.18429794907569885, -0.019629627466201782, -0.02140086703002453]]",1021,"[0.6809019446372986, -0.0687691941857338, 0.029999999329447746]","[0.6927472352981567, 0.6744070053100586, -0.42780375480651855, 0.8645583391189575]",True,"[0.60954350233078, 0.20788361132144928, 0.029999999329447746]","[[0.6384396553039551, -2.194472251484947e-12, 0.19740013778209686, 0, 0.6809019446372986, -0.0687691941857338, 0.029999999329447746, 0, 0, 0]]","[-0.5666137337684631, -4.7515668869018555, 2.503276824951172, 13.073293685913086, 4.991039752960205, -0.5192185640335083]","[[0.18050721287727356, 0.18618789315223694, -0.21204790472984314]]","[0, 30]",4.814595539,-0.4140670597553253,35,1021,1748251717.2659185,49
"[[0.028048211708664894, -0.0643446296453476, 0.03540252521634102]]",1057,"[0.591759204864502, 0.2932295799255371, 0.030794307589530945]","[0.6185041666030884, -0.7822403311729431, 0.7256901264190674, -0.542070746421814]",False,"[0.43918606638908386, 0.2933489978313446, 0.029999999329447746]","[[0.5843707323074341, 0.2747417092323303, 0.03288464993238449, 0.04958033561706543, 0.591759204864502, 0.2932295799255371, 0.030794307589530945, 0.027868246659636497, -0.0006302898982539773, 0.11648382991552353]]","[-0.21096999943256378, -1.6593283414840698, 2.8141274452209473, 4.3427863121032715, 0.49950316548347473, 0.43597227334976196]","[[0.03539722412824631, -0.053240641951560974, 0.034727226942777634]]","[0, 30]",4.889476489,-0.15257525444030762,36,1057,1748251717.374623,35
"[[0.0019240914843976498, -0.028761275112628937, 0.002433396875858307]]",1096,"[0.5271183252334595, 0.034179918467998505, 0.0300067737698555]","[0.13531911373138428, -0.9335069060325623, 0.0490039587020874, -0.37506425380706787]",False,"[0.5990909934043884, -0.2435661256313324, 0.029999999329447746]","[[0.5251175165176392, 0.021626915782690048, 0.02745147794485092, 0.0555606409907341, 0.5271183252334595, 0.034179918467998505, 0.0300067737698555, 0.0005579432472586632, -2.168845867345226e-06, 0.026607319712638855]]","[-0.039402030408382416, 0.2770256996154785, 0.09377776086330414, 0.030447490513324738, 0.1277325600385666, 0.06409843266010284]","[[0.0018551885150372982, -0.027026865631341934, 0.0013591460883617401]]","[0, 30]",5.026627042,-0.2869197130203247,38,1096,1748251717.4896939,10
"[[-0.04682593420147896, 0.00890585221350193, -0.01788659766316414]]",1122,"[0.4041312634944916, -0.10174822807312012, 0.029989972710609436]","[-0.936518669128418, 0.178117036819458, -0.35772979259490967, 0.7116471529006958]",False,"[0.5484153032302856, 0.2835632264614105, 0.029999999329447746]","[[0.4606807827949524, -0.11654702574014664, 0.09331434220075607, 0.07998470216989517, 0.4041312634944916, -0.10174822807312012, 0.029989972710609436, 7.328191600208811e-07, 1.5208694037482928e-07, 1.1608899397330674e-09]]","[0.1252279281616211, 0.004378408193588257, 0.026113789528608322, -0.018104784190654755, -0.01625341922044754, -0.03208625316619873]","[[-0.017861206084489822, 0.004773976281285286, -0.008057765662670135]]","[0, 30]",5.1225769230000004,-0.4114398956298828,40,1122,1748251717.5713046,4
"[[-0.033351000398397446, -0.027622293680906296, -0.046051107347011566]]",1152,"[0.603046178817749, -0.05706220865249634, 0.029960433021187782]","[-0.985183596611023, -0.8148406744003296, -0.9215977191925049, -0.9293789863586426]",False,"[0.5260326862335205, -0.09362983703613281, 0.029999999329447746]","[[0.6119788289070129, -0.07012611627578735, 0.022696321830153465, 0.05419235676527023, 0.603046178817749, -0.05706220865249634, 0.029960433021187782, 0.0005513302749022841, -0.0015278096543624997, 0.033551495522260666]]","[-0.2069009393453598, 0.3279323875904083, 0.16674481332302094, -0.008721500635147095, 0.03305178880691528, 0.1416814625263214]","[[-0.033273812383413315, -0.028283927589654922, -0.04591876268386841]]","[0, 30]",5.186362304,-0.08525413274765015,41,1152,1748251717.6704884,12
"[[-0.03779279813170433, -0.04667117819190025, -0.020102733746170998]]",1160,"[0.5372484922409058, -0.21979989111423492, 0.02998995967209339]","[-0.755855917930603, -0.9334235191345215, -0.40205299854278564, 0.9643549919128418]",False,"[0.626621663570404, -0.17948469519615173, 0.029999999329447746]","[[0.5495204329490662, -0.17327752709388733, 0.10108840465545654, 0.07999785244464874, 0.5372484922409058, -0.21979989111423492, 0.02998995967209339, -1.5189420832228961e-09, 1.352253775621648e-06, 2.0512232537517328e-11]]","[0.12530255317687988, 0.004401460289955139, 0.026183221489191055, -0.018118180334568024, -0.016249530017375946, -0.03209663927555084]","[[-0.009023483842611313, -0.004399057477712631, -0.0019346177577972412]]","[0, 30]",5.250296032,-0.09804530441761017,43,1160,1748251717.6926377,4
"[[0.07060182094573975, -0.011935862712562084, 0.02398708090186119]]",1170,"[0.5350590944290161, -0.15468688309192657, 0.029999999329447746]","[0.5986380577087402, 0.17212891578674316, 0.4799422025680542, -0.6603105664253235]",True,"[0.48368439078330994, 0.28363361954689026, 0.029999999329447746]","[[0.6384396553039551, -2.194472251484947e-12, 0.19740013778209686, 0, 0.5350590944290161, -0.15468688309192657, 0.029999999329447746, 0, 0, 0]]","[-0.3105221092700958, 0.3475191593170166, 0.34408503770828247, -0.15289214253425598, -0.345788836479187, 0.29177558422088623]","[[-0.02829664945602417, -0.15233081579208374, -0.15023896098136902]]","[0, 30]",5.25068864,-0.04285109043121338,43,1170,1748251717.7262905,14
"[[-0.01462371926754713, 0.02895655669271946, -0.038587071001529694]]",1180,"[0.5500580668449402, 0.2792799770832062, 0.02998957596719265]","[-0.29382026195526123, 0.6037359237670898, -0.7717499136924744, 0.8365880250930786]",False,"[0.585663378238678, -0.02979458123445511, 0.029999999329447746]","[[0.568295419216156, 0.29056602716445923, 0.04571390897035599, 0.07976028323173523, 0.5500580668449402, 0.2792799770832062, 0.02998957596719265, 9.614032933313865e-06, 5.629880433843937e-06, 0.031099317595362663]]","[0.038201697170734406, 0.2443414032459259, 0.0736602246761322, 0.026126429438591003, 0.11664687842130661, 0.039486393332481384]","[[-0.0018455563113093376, 0.006437862291932106, -0.0047147199511528015]]","[0, 30]",5.298607495,-0.3111186623573303,44,1180,1748251717.7466445,9
"[[-0.040577154606580734, 0.04868701845407486, -0.0009738117805682123]]",1195,"[0.4447133243083954, 0.2714637517929077, 0.029989974573254585]","[-0.8115431070327759, 0.9737403392791748, -0.019474148750305176, 0.7813535928726196]",False,"[0.4472539722919464, -0.27063894271850586, 0.029999999329447746]","[[0.5221913456916809, 0.11742132902145386, 0.15664264559745789, 0.07988607883453369, 0.4447133243083954, 0.2714637517929077, 0.029989974573254585, -9.236522942046577e-07, -1.5095021410616027e-07, -3.307361329252245e-11]]","[0.056580014526844025, -0.02774851769208908, 0.006606731563806534, -0.020977728068828583, -0.01720663160085678, -0.004960507154464722]","[[-0.010806601494550705, 0.006245218217372894, 0.0008367389091290534]]","[0, 30]",5.299170113,-0.5421086549758911,45,1195,1748251717.7814062,3
"[[-0.04657083377242088, -0.03385898098349571, 0.014204868115484715]]",1225,"[0.8141348361968994, -0.28455790877342224, 0.029989996924996376]","[-0.9042870402336121, -0.9929298758506775, 0.2840975522994995, 0.964665412902832]",False,"[0.4472539722919464, -0.27063894271850586, 0.029999999329447746]","[[0.66212397813797, -0.4114150404930115, 0.013945392332971096, 0.07998348027467728, 0.8141348361968994, -0.28455790877342224, 0.029989996924996376, 1.3670279486177606e-07, 1.977794994445503e-07, -0.9523000717163086]]","[-0.11589392274618149, -1.379075050354004, 2.6466400623321533, 3.5645134449005127, 0.18166247010231018, 0.5059522390365601]","[[-0.012900587171316147, 0.001063171774148941, 0.005878823809325695]]","[0, 30]",5.390694619,-0.36714479327201843,45,1225,1748251717.85542,33
"[[-0.03962196409702301, 0.032785750925540924, 0.0024402320850640535]]",1232,"[0.8235461115837097, -0.3940901458263397, 0.029989998787641525]","[-0.7657292485237122, 0.34485292434692383, 0.048804640769958496, 0.7580190896987915]",False,"[0.4472539722919464, -0.27063894271850586, 0.029999999329447746]","[[0.41046634316444397, -0.6630514860153198, 0.091499462723732, 0.07999800145626068, 0.8235461115837097, -0.3940901458263397, 0.029989998787641525, 1.5075316639467928e-07, 1.1814485390004847e-07, -1.1237995624542236]]","[-0.17061908543109894, -2.467310905456543, 2.7739875316619873, 6.543581962585449, 1.5187734365463257, 0.19433555006980896]","[[-0.015231654047966003, 0.0241722222417593, 0.0018824816215783358]]","[0, 30]",5.390954467,-0.3960252106189728,45,1232,1748251717.8682137,40
"[[-0.046665798872709274, -0.029588324949145317, 0.0434727743268013]]",1242,"[0.5137068033218384, -0.2642751634120941, 0.029986348003149033]","[-0.9333159923553467, -0.5917664766311646, 0.8691824674606323, 0.610657811164856]",False,"[0.4731789827346802, -0.21343199908733368, 0.029999999329447746]","[[0.5969489812850952, -0.020935190841555595, 0.1934233456850052, 0.05364156514406204, 0.5137068033218384, -0.2642751634120941, 0.029986348003149033, -3.0948183393775253e-06, -0.00011509648902574554, 1.114112246902721e-09]]","[0.031221017241477966, -0.03580904006958008, -0.0408315546810627, -0.03543727844953537, 0.07737333327531815, 0.20053258538246155]","[[-0.005175124853849411, -0.008653134107589722, 0.04743591696023941]]","[0, 30]",5.434563473,-0.06501947343349457,46,1242,1748251717.8864636,0
"[[0.001967495307326317, 0.021777480840682983, -0.03429911285638809]]",1312,"[0.6715547442436218, -0.1542869210243225, 0.02988070622086525]","[0.33927810192108154, 0.7804322242736816, -0.6878247261047363, -0.3361321687698364]",False,"[0.6850355267524719, 0.05649588257074356, 0.029999999329447746]","[[0.6814571619033813, -0.1450158655643463, 0.022083094343543053, 0.05194150283932686, 0.6715547442436218, -0.1542869210243225, 0.02988070622086525, -0.0005065048462711275, -0.0031005414202809334, -0.006881845183670521]]","[-0.2644665241241455, 0.34083202481269836, 0.25598156452178955, -0.07488536089658737, -0.11232443898916245, 0.2038630247116089]","[[8.29063355922699e-06, 0.009494394063949585, -0.03428873419761658]]","[0, 30]",5.574888411,-0.21121348440647125,49,1312,1748251718.0449772,13
"[[0.023254061117768288, 0.026109755039215088, -0.049443550407886505]]",1319,"[0.6159816384315491, 0.2567935287952423, 0.029989998787641525]","[0.46508121490478516, 0.5221951007843018, -0.9890709519386292, 0.990505576133728]",False,"[0.6494438648223877, 0.08303393423557281, 0.029999999329447746]","[[0.6593452095985413, 0.018635708838701248, 0.1790684461593628, 0.0702742338180542, 0.6159816384315491, 0.2567935287952423, 0.029989998787641525, -1.4674657222712995e-07, 1.1813904166046996e-07, 9.284202773978192e-14]]","[0.03122865967452526, -0.03601454198360443, -0.04087548330426216, -0.03563989698886871, 0.07730221748352051, 0.2006721794605255]","[[0.002348506823182106, 0.00747404620051384, -0.031121857464313507]]","[0, 1]",5.734032591,-0.1769523024559021,0,1319,1748251718.2199721,0
"[[0.010228944011032581, -0.021911125630140305, 0.019714439287781715]]",1328,"[0.6304266452789307, 0.25111955404281616, 0.03189978376030922]","[0.18408918380737305, -0.7914217710494995, 0.28318333625793457, -0.8879905343055725]",False,"[0.6494438648223877, 0.08303393423557281, 0.029999999329447746]","[[0.6298242807388306, 0.24785859882831573, 0.023529130965471268, 0.055722326040267944, 0.6304266452789307, 0.25111955404281616, 0.03189978376030922, -0.017402803525328636, -0.004089426714926958, 0.030866535380482674]]","[0.33740153908729553, 0.20107176899909973, -1.6612454652786255, 0.9610969424247742, -0.980485200881958, 0.3014034628868103]","[[0.019043635576963425, -0.021214332431554794, 0.029056863859295845]]","[0, 1]",5.752453826,-0.16916868090629578,0,1328,1748251718.2381077,9
"[[0.22516688704490662, 0.07741612195968628, 0.008614171296358109]]",1332,"[0.43381965160369873, 0.018413150683045387, 0.029999999329447746]","[-0.2996389865875244, -0.7714914679527283, -0.3703089952468872, -0.8245717883110046]",True,"[0.4483756721019745, -0.05032969266176224, 0.029999999329447746]","[[0.6384396553039551, -2.194472251484947e-12, 0.19740013778209686, 0, 0.43381965160369873, 0.018413150683045387, 0.029999999329447746, 0, 0, 0]]","[0.4723885953426361, -0.030177421867847443, -1.644526720046997, 1.311080813407898, -1.4884618520736694, 0.2909477949142456]","[[0.0208494421094656, 0.08707539737224579, -0.16515310108661652]]","[0, 1]",5.762413371,-0.022144369781017303,0,1332,1748251718.2487326,13
"[[-0.013837659731507301, 0.04543732479214668, -0.01322785671800375]]",1337,"[0.5687500834465027, 0.2007262408733368, 0.029990000650286674]","[-0.27675318717956543, 0.9087464809417725, -0.2645571231842041, 0.6311348676681519]",False,"[0.5097739100456238, 0.1295323222875595, 0.029999999329447746]","[[0.5846558809280396, 0.1706223338842392, 0.08540137112140656, 0.07999789714813232, 0.5687500834465027, 0.2007262408733368, 0.029990000650286674, -1.580696462610831e-09, 3.0009165005314103e-16, 9.560484592581811e-14]]","[0.12530595064163208, 0.0044019222259521484, 0.026178207248449326, -0.01811220496892929, -0.0162513330578804, -0.03209520876407623]","[[-0.005407297983765602, 0.004524994641542435, -0.0038615604862570763]]","[0, 1]",5.806547705,-0.09244869649410248,1,1337,1748251718.2576566,4
"[[-0.0034087374806404114, -0.05227229371666908, 0.04808155447244644]]",1415,"[-0.03816309943795204, 0.5767182111740112, 0.029975268989801407]","[-0.9183454513549805, -0.6713671088218689, 0.9622228145599365, 0.991257905960083]",False,"[0.6760815382003784, -0.2051904946565628, 0.029999999329447746]","[[0.07829239964485168, 0.37936192750930786, 0.2962014377117157, 0.07999978214502335, -0.03816309943795204, 0.5767182111740112, 0.029975268989801407, -0.000540005334187299, 7.544265827164054e-05, 0.5060667395591736]]","[0.7406544089317322, -0.46642518043518066, 1.8140747547149658, 1.5399471521377563, -1.8121403455734253, 0.9964876770973206]","[[-0.009549237787723541, -0.012887541204690933, 0.016283243894577026]]","[0, 1]",5.942875791,-1.0590215921401978,3,1415,1748251718.4072063,21
"[[0.03058319352567196, 0.028783168643712997, -0.02098163031041622]]",1438,"[-0.9806833267211914, 0.967332124710083, -0.3701285719871521]","[-0.0071825385093688965, 0.7697551250457764, -0.4101584553718567, -0.6245280504226685]",False,"[0.6760815382003784, -0.2051904946565628, 0.029999999329447746]","[[-0.6398743987083435, 0.2579229176044464, 0.3999747633934021, 1.3983125768390892e-07, -0.9806833267211914, 0.967332124710083, -0.3701285719871521, 0, -1.5707963705062866, 4.055269241333008]]","[-2.6132471561431885, -3.188143730163574, 5.218229293823242, 10.934326171875, 3.8070950508117676, -0.02625936269760132]","[[0.0009528904920443892, 0.020342271775007248, 0.004705438390374184]]","[0, 1]",5.986691235,-2.068763494491577,3,1438,1748251718.4453003,44
"[[0.01767723634839058, 0.040902525186538696, -0.022222822532057762]]",1440,"[-1.0322391986846924, 0.9813366532325745, -0.37001416087150574]","[-0.12688064575195312, 0.9403282403945923, -0.44408929347991943, 0.1488732099533081]",False,"[0.6760815382003784, -0.2051904946565628, 0.029999999329447746]","[[-0.6374533772468567, 0.32839876413345337, 0.342203289270401, 0.07842352241277695, -1.0322391986846924, 0.9813366532325745, -0.37001416087150574, 0, -1.5707963705062866, 4.02440881729126]]","[-2.4136667251586914, -3.515950918197632, 4.605661392211914, 12.025364875793457, 4.715826511383057, -0.40539222955703735]","[[-0.009319436736404896, 0.01338014006614685, 0.0067896489053964615]]","[0, 1]",5.986760695,-2.1180694103240967,3,1440,1748251718.4485457,46
"[[0.018544074147939682, 0.04487798362970352, -0.024577150121331215]]",1441,"[-1.052653193473816, 0.9858816266059875, -0.37002837657928467]","[-0.03739839792251587, 0.9884591102600098, -0.4918273091316223, 0.05215656757354736]",False,"[0.6760815382003784, -0.2051904946565628, 0.029999999329447746]","[[-0.6306263208389282, 0.36539095640182495, 0.31185075640678406, 0.079808309674263, -1.052653193473816, 0.9858816266059875, -0.37002837657928467, 0, -1.5707963705062866, 3.9995927810668945]]","[-2.4897689819335938, -3.8411874771118164, 4.8738603591918945, 12.612732887268066, 5.248019218444824, -0.3862517476081848]","[[-0.008696976117789745, 0.012430764734745026, 0.005761167034506798]]","[0, 1]",5.986799909,-2.1371006965637207,3,1441,1748251718.4501555,47
"[[-0.005408412776887417, 0.012423193082213402, -0.03885585069656372]]",1459,"[0.6539831161499023, -0.46488237380981445, 0.029987046495079994]","[-0.24835002422332764, 0.1219029426574707, -0.7769726514816284, 0.5185225009918213]",False,"[0.6804478168487549, -0.13799679279327393, 0.029999999329447746]","[[0.6629423499107361, -0.4329608082771301, 0.06157211586833, 0.08000767230987549, 0.6539831161499023, -0.46488237380981445, 0.029987046495079994, -0.000106196959677618, -4.620531399268657e-06, -0.007139845285564661]]","[-0.23437081277370453, 0.3489037752151489, 0.2816759943962097, -0.1125422939658165, -0.7802495360374451, 0.43206387758255005]","[[-0.005153781734406948, 0.013641541823744774, -0.03904557228088379]]","[0, 1]",6.038403758,-0.32795512676239014,4,1459,1748251718.4841607,15
"[[-0.06310120224952698, 0.00033671711571514606, -0.021957537159323692]]",1500,"[0.5402033925056458, -0.08982377499341965, 0.029989995062351227]","[-0.989046573638916, -0.05236053466796875, -0.4391503930091858, 0.9749233722686768]",False,"[0.6920406222343445, -0.22258277237415314, 0.029999999329447746]","[[0.33877092599868774, -0.47029903531074524, 0.005747787654399872, 0.07027419656515121, 0.5402033925056458, -0.08982377499341965, 0.029989995062351227, 0, -1.5707963705062866, 4.5135650634765625]]","[0.27841123938560486, -1.4939215183258057, 1.960457444190979, 4.042847633361816, -0.13973405957221985, 0.5357171297073364]","[[-0.01655295118689537, 0.004818129353225231, -0.02181733027100563]]","[0, 1]",6.08322896,-0.20169158279895782,5,1500,1748251718.5695417,30
"[[-0.0598662905395031, 0.025042863562703133, -0.02461118809878826]]",1504,"[0.5945056080818176, -0.1015792265534401, 0.029989998787641525]","[-0.9266921281814575, 0.4422699213027954, -0.49222373962402344, 0.7143169641494751]",False,"[0.6920406222343445, -0.22258277237415314, 0.029999999329447746]","[[0.19881722331047058, -0.42494678497314453, 0.005052374210208654, 0.07999778538942337, 0.5945056080818176, -0.1015792265534401, 0.029989998787641525, 0, -1.5707963705062866, 3.974222421646118]]","[0.17172054946422577, -1.8383502960205078, 2.389163017272949, 4.924537658691406, 0.6499274969100952, 0.3680243194103241]","[[-0.012592535465955734, 0.009799713268876076, -0.024254871532320976]]","[0, 1]",6.130358893,-0.15541858971118927,5,1504,1748251718.5776014,34
"[[-0.05809038504958153, 0.04100588336586952, -0.007407990284264088]]",1516,"[0.7546377778053284, -0.1362449824810028, 0.029989998787641525]","[-0.8980571627616882, 0.7630202770233154, -0.14815980195999146, 0.6860052347183228]",False,"[0.6920406222343445, -0.22258277237415314, 0.029999999329447746]","[[-0.17206498980522156, -0.1794595569372177, 0.0008163988823071122, 0.07999912649393082, 0.7546377778053284, -0.1362449824810028, 0.029989998787641525, 0, -1.5707963705062866, 3.547823667526245]]","[0.03570190817117691, -4.266021251678467, 2.615530490875244, 11.714207649230957, 3.9648118019104004, -0.17130039632320404]","[[-0.017336111515760422, 0.011504564434289932, -0.007164446637034416]]","[0, 1]",6.130785955,-0.10664248466491699,5,1516,1748251718.6022902,46
"[[-0.017119113355875015, 0.00241662934422493, 0.02678806334733963]]",1527,"[0.6745411157608032, 0.06255396455526352, 0.06091171130537987]","[-0.9877205491065979, 0.9316565990447998, 0.940487265586853, -0.9991393685340881]",False,"[0.4035939872264862, 0.01727854087948799, 0.029999999329447746]","[[0.6723986268043518, 0.057870637625455856, 0.051456429064273834, 0.05791792646050453, 0.6745411157608032, 0.06255396455526352, 0.06091171130537987, -0.0037920824252068996, 0.027511483058333397, 0.0007542855455540121]]","[1.1053463220596313, 0.281469464302063, -4.484013557434082, 2.3612875938415527, -1.5575273036956787, 0.27316808700561523]","[[-0.018245581537485123, 0.0017814300954341888, 0.027081094682216644]]","[0, 1]",6.174426591,-0.27643758058547974,6,1527,1748251718.6252902,7
"[[0.029998762533068657, -0.04148859158158302, -0.049985140562057495]]",1535,"[0.6029855608940125, -0.01697894185781479, 0.029989833012223244]","[0.5999752283096313, -0.8297718167304993, -0.9999061226844788, 0.9453557729721069]",False,"[0.4954078197479248, -0.051109302788972855, 0.029999999329447746]","[[0.6648203730583191, -0.02266382984817028, 0.18188703060150146, 0.07027381658554077, 0.6029855608940125, -0.01697894185781479, 0.029989833012223244, -1.4345158660944435e-06, 4.691837148129707e-06, 1.1313135324375612e-11]]","[0.031228316947817802, -0.036005228757858276, -0.04087349399924278, -0.0356307253241539, 0.07730543613433838, 0.20066586136817932]","[[0.0036180447787046432, -0.018824761733412743, -0.0344821996986866]]","[0, 1]",6.174708961,-0.11286208033561707,7,1535,1748251718.6481693,0
"[[0.004695141222327948, -0.008536990731954575, -0.04806726425886154]]",1577,"[0.7113372087478638, -0.324699342250824, 0.029841184616088867]","[-0.07150483131408691, -0.9923325777053833, -0.9549210071563721, 0.960864782333374]",False,"[0.5374853014945984, -0.02090546302497387, 0.029999999329447746]","[[0.7304301857948303, -0.2694232165813446, 0.06380559504032135, 0.08001624792814255, 0.7113372087478638, -0.324699342250824, 0.029841184616088867, -0.006273294799029827, 0.001308520557358861, -0.03656689450144768]]","[0.08743307739496231, 0.2546243667602539, -0.03740764781832695, 0.07113484293222427, 0.02639830857515335, 0.06648895144462585]","[[0.002907359506934881, -0.007685761898756027, -0.04918624460697174]]","[0, 1]",6.290627916,-0.35002174973487854,9,1577,1748251718.748854,9
"[[0.07646986842155457, 0.017954206094145775, 0.1291067749261856]]",1604,"[-0.0155176417902112, -0.9559775590896606, -0.3359068036079407]","[0.6999931335449219, -0.1817159652709961, 0.6192996501922607, -0.8093871474266052]",False,"[0.5374853014945984, -0.02090546302497387, 0.029999999329447746]","[[0.4245375096797943, -0.658750057220459, 0.3020593225955963, 1.545071881992044e-06, -0.0155176417902112, -0.9559775590896606, -0.3359068036079407, 1.345786452293396, 0.06179897114634514, 0.00644322857260704]]","[-3.495258331298828, -1.7563031911849976, 4.482665061950684, 7.386314392089844, 1.8564296960830688, 0.39689576625823975]","[[0.02048637345433235, -0.02166529931128025, 0.011288298293948174]]","[0, 1]",6.334873779,-1.1463245153427124,9,1604,1748251718.8035645,36
"[[0.05496569722890854, -0.011425282806158066, 0.014771288260817528]]",1606,"[-0.07676582783460617, -1.0101574659347534, -0.3645345866680145]","[0.5381696224212646, -0.7516436576843262, 0.3308887481689453, -0.8368313312530518]",False,"[0.5374853014945984, -0.02090546302497387, 0.029999999329447746]","[[0.4376152455806732, -0.6473255157470703, 0.3183246850967407, 1.3618647471957956e-06, -0.07676582783460617, -1.0101574659347534, -0.3645345866680145, 1.5690977573394775, -0.21001622080802917, -0.25031566619873047]]","[-3.5223965644836426, -2.1828038692474365, 5.122724533081055, 8.394841194152832, 2.5005545616149902, 0.10353890061378479]","[[0.02564110793173313, -0.03778788074851036, 0.013307666406035423]]","[0, 1]",6.334945113,-1.2294639348983765,9,1606,1748251718.807105,38
"[[0.04174674674868584, 0.04934309795498848, -0.04536038264632225]]",1616,"[-0.19938355684280396, -1.145432710647583, -0.3700100779533386]","[0.8160393238067627, 0.9642431735992432, -0.9072076678276062, 0.9265587329864502]",False,"[0.5374853014945984, -0.02090546302497387, 0.029999999329447746]","[[0.7033056616783142, -0.33826637268066406, 0.30125877261161804, 0.0796709731221199, -0.19938355684280396, -1.145432710647583, -0.3700100779533386, 1.5707924365997314, 6.092775493016234e-06, -0.9318587183952332]]","[-2.9783272743225098, -4.582568168640137, 6.064252853393555, 14.160035133361816, 6.883638381958008, -0.6497555375099182]","[[0.0021906159818172455, 0.004628855735063553, 0.0046559907495975494]]","[0, 1]",6.37846915,-1.402692198753357,9,1616,1748251718.8244178,48
"[[0.021226877346634865, -0.04897277429699898, -0.04808812960982323]]",1621,"[0.6942055225372314, -0.27444520592689514, 0.029989998787641525]","[0.4245375394821167, -0.9794554710388184, -0.961762547492981, 0.9947830438613892]",False,"[0.5219237208366394, 0.03252777084708214, 0.029999999329447746]","[[0.6815198659896851, -0.15167173743247986, 0.1221456453204155, 0.0798562541604042, 0.6942055225372314, -0.27444520592689514, 0.029989998787641525, -1.5072637893354113e-07, 1.181441788844495e-07, 9.237183636262927e-14]]","[0.0566876046359539, -0.027728959918022156, 0.00654168426990509, -0.020896390080451965, -0.017277218401432037, -0.005010694265365601]","[[0.017853016033768654, -0.00940227136015892, 0.007357414811849594]]","[0, 1]",6.378656812,-0.35201340913772583,10,1621,1748251718.8329186,3
"[[0.019449545070528984, -0.003120977431535721, 0.04966383054852486]]",1625,"[0.7226666212081909, -0.40652531385421753, 0.029964862391352654]","[0.5868139266967773, -0.9722492694854736, 0.9934779405593872, -0.6101029515266418]",False,"[0.5219237208366394, 0.03252777084708214, 0.029999999329447746]","[[0.6846648454666138, -0.2853337526321411, 0.07693582028150558, 0.012746159918606281, 0.7226666212081909, -0.40652531385421753, 0.029964862391352654, 0.00010936494800262153, -0.0009373375214636326, 0.43074318766593933]]","[0.1481473594903946, 0.1625247299671173, 0.05264071002602577, 0.005455344915390015, 0.06104118376970291, -0.002727895975112915]","[[0.023156894370913506, -0.015562016516923904, 0.02942821756005287]]","[0, 1]",6.378804099,-0.48276838660240173,10,1625,1748251718.8399284,7
